timestamp,timestamp_sample,baro_device_id,bias,bias_var,innov,innov_var,innov_test_ratio
17185659,17061520,3997730,0.010737257,0.08368823,-0.27058417,12.896738,0.00063078647
17680796,17566720,3997730,0.010271346,0.08155802,-0.3561722,12.894581,0.0010931263
17933366,17819314,3997730,0.009128297,0.08053308,-0.15068325,12.893542,0.00019566594
19054906,18930792,3997730,0.0074926326,0.076222666,-0.1528723,12.889179,0.00020146045
19428719,19284373,3997730,0.0063811922,0.07488661,-0.23190734,12.887827,0.00046366765
19933944,19789566,3997730,0.0084428275,0.073176466,0.2773706,12.886097,0.00066337176
20317852,20193723,3997730,0.009466321,0.07194431,0.26826993,12.8848505,0.0006206148
20439113,20294761,3997730,0.010509655,0.07154272,0.18684945,12.884444,0.00030107552
21308107,21204128,3997730,0.011627747,0.068852685,0.32289016,12.881724,0.0008992763
21681893,21557742,3997730,0.011241824,0.06776074,-0.19287635,12.880621,0.0003209066
22055780,21911378,3997730,0.012557725,0.06670291,0.32391024,12.879552,0.0009051198
23429915,23325924,3997730,0.015032278,0.06309172,0.45454264,12.875904,0.0017829085
23561295,23426959,3997730,0.0139875645,0.0627827,-0.21320198,12.875592,0.00039225887
24056286,23932153,3997730,0.01292424,0.06157641,-0.20507959,12.874373,0.00036297462
24804012,24689944,3997730,0.014210495,0.05985149,0.18598194,12.872632,0.00029856004
25561785,25447733,3997730,0.0125528015,0.058220625,-0.18556859,12.870986,0.0002972724
25814377,25700332,3997730,0.011459013,0.05769659,-0.14428419,12.870458,0.0001797219
26188347,26053963,3997730,0.009937884,0.056927964,-0.42501715,12.869682,0.0015595618
26804541,26660201,3997730,0.0111364145,0.05569149,0.1623311,12.868435,0.00022752819
27805590,27670586,3997730,0.012316531,0.05382122,0.088908,12.866549,6.826171e-05
28178704,28074744,3997730,0.010922413,0.0531519,-0.31888017,12.865873,0.0008781592
29179071,29034619,3997730,0.012080187,0.051445745,0.08583871,12.864153,6.364183e-05
29562912,29438761,3997730,0.010979841,0.050833914,-0.029500894,12.863537,7.5173966e-06
29936733,29792398,3997730,0.012859683,0.05023641,0.36279222,12.862934,0.0011369291
30431955,30297587,3997730,0.013887643,0.049461313,0.11339834,12.862153,0.000111085465
31310949,31207037,3997730,0.015314546,0.048161007,0.27503738,12.860843,0.000653539
