timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
20908638,2490402,3932170,2490402,3932210,0,0.044980053,0.05811452,0.07977405,0.0,2490402,3932170,2490402,3932210,0,0.004568902,0.005154134,0.006780224,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
21105642,2490402,3932170,2490402,3932210,0,0.044707958,0.061846066,0.07928052,0.0,2490402,3932170,2490402,3932210,0,0.004337561,0.0052314736,0.0065860124,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
21307719,2490402,3932170,2490402,3932210,0,0.046353206,0.060027618,0.083100155,0.0,2490402,3932170,2490402,3932210,0,0.004576685,0.0051621897,0.0066186464,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
21504768,2490402,3932170,2490402,3932210,0,0.047939807,0.059489824,0.08473103,0.0,2490402,3932170,2490402,3932210,0,0.004536727,0.0053021107,0.006813418,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
21706821,2490402,3932170,2490402,3932210,0,0.045350358,0.058120396,0.08069837,0.0,2490402,3932170,2490402,3932210,0,0.004788458,0.005239254,0.0068721166,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
21909106,2490402,3932170,2490402,3932210,0,0.04651973,0.059584178,0.08229367,0.0,2490402,3932170,2490402,3932210,0,0.0046747574,0.0051730266,0.0067575895,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
22110978,2490402,3932170,2490402,3932210,0,0.048019815,0.059619404,0.08030977,0.0,2490402,3932170,2490402,3932210,0,0.004889141,0.0051478613,0.006836538,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
22308007,2490402,3932170,2490402,3932210,0,0.04747637,0.059166513,0.08394049,0.0,2490402,3932170,2490402,3932210,0,0.004525374,0.005269386,0.006689619,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
22510083,2490402,3932170,2490402,3932210,0,0.04444913,0.060781837,0.07974117,0.0,2490402,3932170,2490402,3932210,0,0.004643457,0.0052122017,0.0067621702,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
22707107,2490402,3932170,2490402,3932210,0,0.04717858,0.059728593,0.085122354,0.0,2490402,3932170,2490402,3932210,0,0.0047716442,0.0053004827,0.006763181,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
22909190,2490402,3932170,2490402,3932210,0,0.044175595,0.05958857,0.0797792,0.0,2490402,3932170,2490402,3932210,0,0.004599761,0.005174561,0.0067127543,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
23106233,2490402,3932170,2490402,3932210,0,0.04277346,0.059061617,0.07972837,0.0,2490402,3932170,2490402,3932210,0,0.0046981317,0.0052711484,0.0068743355,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
23308308,2490402,3932170,2490402,3932210,0,0.041574612,0.05951439,0.07935778,0.0,2490402,3932170,2490402,3932210,0,0.004709991,0.005244298,0.0068240464,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
23510365,2490402,3932170,2490402,3932210,0,0.039271634,0.059400637,0.07626214,0.0,2490402,3932170,2490402,3932210,0,0.004448504,0.0052494383,0.00662773,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
23707388,2490402,3932170,2490402,3932210,0,0.040332172,0.061121702,0.08092466,0.0,2490402,3932170,2490402,3932210,0,0.004685744,0.00534546,0.006784466,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
23909506,2490402,3932170,2490402,3932210,0,0.041731637,0.06380786,0.08023392,0.0,2490402,3932170,2490402,3932210,0,0.0046976544,0.005285365,0.006864817,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
24106491,2490402,3932170,2490402,3932210,0,0.04112896,0.05947242,0.079740725,0.0,2490402,3932170,2490402,3932210,0,0.004587687,0.005412612,0.0067190807,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
24308567,2490402,3932170,2490402,3932210,0,0.04360941,0.06081464,0.08107372,0.0,2490402,3932170,2490402,3932210,0,0.004689444,0.005195726,0.006719726,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
24505594,2490402,3932170,2490402,3932210,0,0.04217151,0.060696002,0.08011358,0.0,2490402,3932170,2490402,3932210,0,0.0048607346,0.005285234,0.0068908357,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
24707670,2490402,3932170,2490402,3932210,0,0.045951508,0.061176855,0.0839079,0.0,2490402,3932170,2490402,3932210,0,0.0047348593,0.005265332,0.0068929964,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
24909764,2490402,3932170,2490402,3932210,0,0.0451738,0.05936169,0.0828712,0.0,2490402,3932170,2490402,3932210,0,0.004554038,0.005170148,0.0067950473,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
25107019,2490402,3932170,2490402,3932210,0,0.04396832,0.062113017,0.08200212,0.0,2490402,3932170,2490402,3932210,0,0.0046529504,0.0052942107,0.0069388533,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
25308871,2490402,3932170,2490402,3932210,0,0.044065565,0.060843796,0.08074568,0.0,2490402,3932170,2490402,3932210,0,0.00486777,0.0052253613,0.006814406,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
25505899,2490402,3932170,2490402,3932210,0,0.043115642,0.056319058,0.08009414,0.0,2490402,3932170,2490402,3932210,0,0.004740448,0.0050889854,0.006698113,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
25707954,2490402,3932170,2490402,3932210,0,0.040235408,0.058232654,0.07696791,0.0,2490402,3932170,2490402,3932210,0,0.0045008897,0.005183473,0.006812406,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
25904986,2490402,3932170,2490402,3932210,0,0.04463051,0.059322003,0.081927635,0.0,2490402,3932170,2490402,3932210,0,0.0048705973,0.0053422814,0.0068318313,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
26107060,2490402,3932170,2490402,3932210,0,0.040967748,0.057699118,0.07730885,0.0,2490402,3932170,2490402,3932210,0,0.004816311,0.005437691,0.0071162754,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
26309132,2490402,3932170,2490402,3932210,0,0.043923892,0.060511444,0.07938915,0.0,2490402,3932170,2490402,3932210,0,0.0049238116,0.0053340294,0.006947891,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
26506165,2490402,3932170,2490402,3932210,0,0.042687014,0.060991637,0.08018249,0.0,2490402,3932170,2490402,3932210,0,0.004912538,0.0053525977,0.006911204,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
26708239,2490402,3932170,2490402,3932210,0,0.045470566,0.059271697,0.0823466,0.0,2490402,3932170,2490402,3932210,0,0.004879837,0.005090632,0.0068696896,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
