timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
17548584,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.023339154,0.0015566951,3.2693556e-11,-0.2463607,0.1978462,-9.838463,0.033894245,-0.012898753,0.00447709,0.00023483108,0.0005568292,0.0003651015,2.3197395e-06,2.118984e-06,7.646218e-07,35.624256,35.624256
18492728,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.023167629,0.0016437888,3.5487526e-11,-0.24040562,0.19337873,-9.841905,0.036242586,-0.012463312,0.004282162,0.0003215715,0.0004532515,0.00043831172,1.6697024e-06,1.7301649e-06,1.7065664e-06,35.52633,35.52633
19531790,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.022747993,0.0016525005,4.0884796e-11,-0.23128577,0.19471854,-9.838783,0.03392589,-0.012828386,0.004729733,0.0005163136,0.00027099412,0.00026875114,2.905072e-06,1.5228565e-06,1.8872273e-06,35.624256,35.624256
20466065,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.022771973,0.0017359717,2.9292218e-11,-0.24370283,0.20031926,-9.840682,0.03506474,-0.012806962,0.0043641306,0.00032634445,0.0007298995,0.00031305468,2.3875957e-06,2.2831366e-06,1.0560699e-06,35.673206,35.673206
21505125,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.02363759,0.0016437527,3.6848444e-11,-0.23204878,0.18662933,-9.835923,0.035738382,-0.01303534,0.0044317436,0.00035542625,0.0003639469,0.00025121568,2.989746e-06,1.1416338e-06,9.867158e-07,35.869022,35.869022
22449279,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.024649635,0.0016138911,3.2580487e-11,-0.24018137,0.18371323,-9.83664,0.03788484,-0.012787476,0.0039080875,0.00025663662,0.00039412946,0.00045694696,2.390032e-06,1.2930058e-06,1.693068e-06,35.820072,35.820072
23488464,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.022654226,0.0016221484,3.042196e-11,-0.24471049,0.18345496,-9.837781,0.03609868,-0.012904642,0.0043884013,0.00020338294,0.0004335808,0.0005056164,2.4026035e-06,1.4160082e-06,1.6136908e-06,35.869022,35.869022
24532521,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.16282673,0.0020981554,3.7430538e-11,-0.24305978,0.18806463,-9.834738,0.036867946,-0.013775824,0.0062015927,0.002055774,0.0020400502,0.07647721,4.7661133e-06,2.0469124e-06,1.398253e-06,35.820072,35.820072
25476673,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.07300174,0.001778421,2.6466988e-11,-0.29185373,0.21212426,-9.859339,0.03343298,-0.013286077,0.006522588,0.012473793,0.0011972951,0.0054321485,3.8529984e-06,4.3823084e-06,1.4132046e-06,35.96695,35.96695
26520729,3932210,3932210,0,0,0,0,0,400.36832,400.36832,4003.6833,8007.3667,0.051512677,0.001678481,3.188664e-11,-0.13903308,0.22414133,-9.847561,0.03295172,-0.013498549,0.0052353526,0.0013146977,0.0004936609,0.006514478,2.6131218e-06,1.9634892e-06,1.2353986e-06,35.869022,35.869022
