timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
16902417,16801773,6.077589e-05,0.001959691,0.0017345828,67240471,0,0.14783639,0.210727,0.003787532,0.0058775116,0.020506104,0.0046731215,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
16912551,16811767,6.0214854e-05,0.0019491346,0.002223819,67240471,0,0.1478371,0.21034636,0.003787532,0.0058775116,0.020506104,0.009057238,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17102285,17001637,0.00018029903,0.0017805136,0.0017941566,67240471,0,0.14177507,0.20921776,0.0020466377,0.01644054,0.022944238,0.014102522,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17302062,17201500,7.789857e-05,0.0019455984,0.0019322456,67240471,0,0.13901475,0.20774059,0.0031251968,0.011271632,0.026427481,0.00479304,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17501928,17401364,0.00015069949,0.0016496357,0.0013016653,67240471,0,0.13394096,0.20629437,0.004899426,0.014083902,0.024466263,0.00020530912,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17701849,17601227,0.00024618744,0.0021621773,0.0028538522,67240471,0,0.12938586,0.20487805,0.003666992,0.009042553,0.022793243,0.019174283,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17901644,17801090,0.00023831637,0.0026325802,0.0020173953,67240471,0,0.12727994,0.20349059,0.0055755014,0.033576906,0.026378477,0.0046480168,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18101517,18000954,0.00020671397,0.0029167815,0.0020951352,67240471,0,0.12335349,0.20213103,0.00010799027,0.009695994,0.029079823,0.00020347364,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18301528,18200817,0.00017709825,0.0019505963,0.0011859969,67240471,0,0.12152613,0.20079842,0.0017801361,0.020007497,0.028292073,0.009696439,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18501471,18400681,0.00018645184,0.00077000307,0.00039070545,67240471,0,0.118096106,0.19949192,0.0017573237,0.02569158,0.031077227,0.004930369,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18701254,18600544,0.0001701964,0.0010283588,0.0013618616,67240471,0,0.11494172,0.19821063,0.0061004777,0.018086653,0.029430531,0.009684879,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18901025,18800407,0.00021076201,0.0007722395,0.0012708768,67240471,0,0.113481015,0.19695953,0.0009739574,0.016876603,0.028670596,0.0044773426,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
19110836,19010264,0.00011187918,0.0011858146,0.0007633244,67240471,0,0.110676825,0.19572642,0.00183096,0.0048442287,0.031635027,0.009858403,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
19310998,19210127,9.689964e-05,0.0018336822,0.0006019779,67240471,0,0.10806675,0.19451502,0.0006581418,0.010942544,0.03017713,0.009840637,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
19510550,19409991,4.7273963e-05,0.0013323341,0.0020617738,67240471,0,0.10683279,0.19332598,0.0042981408,0.021435397,0.033891205,0.013733165,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
19710413,19609854,0.00018909125,0.0014374031,0.0010913553,67240471,0,0.104481,0.1921586,0.0031257838,0.0036841654,0.032413445,0.0053222915,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
19900340,19799724,0.00014059753,0.0007790072,0.000992763,67240471,0,0.10336277,0.19101147,0.008377456,0.01332348,0.0317205,0.019404631,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
20100430,19999587,0.0001985895,0.0005486859,0.0015001546,67240471,0,0.10122976,0.18988562,0.00031196664,0.012676135,0.03043543,0.014544261,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
20300199,20199451,0.00012365519,0.0016530756,0.0020491232,67240471,0,0.1002158,0.18877959,7.0576854e-05,0.01110796,0.029847067,0.01922388,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
20509865,20409307,0.00017773823,0.0008531415,0.0010998638,67240471,0,0.09827148,0.18769325,0.009323543,0.0035413872,0.032998305,0.0046821698,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
20709731,20609170,0.00013188728,0.0016772308,0.0009805344,67240471,0,0.09643473,0.18662503,0.0008180362,0.0074853017,0.031794533,0.014125864,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
20909661,20809034,0.0001313791,0.0014549299,0.00092294766,67240471,0,0.0955588,0.18557498,0.0034850985,0.0040203766,0.031201238,0.009496664,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
21109523,21008897,0.00011605349,0.00079906936,0.0009478858,67240471,0,0.093868844,0.18454255,0.005858192,0.014789235,0.0344159,0.014115752,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
21309692,21208760,0.00016382695,0.002039297,0.0012635607,67240471,0,0.09226612,0.18352728,0.0013316724,0.012234724,0.033182662,0.023875669,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
21509247,21408624,4.0613806e-05,0.00073394505,0.0012068428,67240471,0,0.09150012,0.18252869,0.0063130115,0.015040487,0.03700473,0.00012549602,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
21699336,21598494,0.00011457208,0.0016046938,0.0007156108,67240471,0,0.09001468,0.18179092,5.062055e-05,0.013368689,0.035806324,0.0047946973,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
21909046,21808350,0.00021770211,0.0018583755,0.0009808387,67240471,0,0.0893048,0.18082058,0.004365663,0.0064865733,0.035274368,0.0039023396,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
22108778,22008213,0.00025585963,0.0016935448,0.000618656,67240471,0,0.08792397,0.17986558,0.0043216897,0.008941117,0.03415139,0.0008802484,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
22308632,22208077,0.00010973655,0.00041108188,0.0012033216,67240471,0,0.08726289,0.17892565,0.0026041653,0.0047726915,0.03361156,0.00087557995,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
22508499,22407940,0.00012608957,0.0018683997,0.0012876231,67240471,0,0.085974514,0.17800039,0.0036963574,0.029753778,0.028213246,0.002195184,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
22708497,22607803,0.00012558763,0.0014524772,0.0010692674,67240471,0,0.084742166,0.17708942,0.0015360054,0.048522104,0.027519673,0.00055557926,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
22908277,22807670,6.6954424e-05,0.0015651037,0.0012435558,67240471,0,0.084151566,0.17619237,0.0056943307,0.008571066,0.027076283,0.0016951702,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
23108185,23007529,0.0001293564,0.0018516297,0.001220428,67240471,0,0.08299602,0.17530888,0.0014418991,0.037426617,0.026306894,0.0065527167,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
23308000,23207393,0.00022808182,0.00075785693,0.0019192694,67240471,0,0.082469545,0.17444511,0.008560595,0.0040199854,0.025936741,0.0022560386,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
23507898,23407256,0.000111371795,0.0015191985,0.0020078458,67240471,0,0.08137746,0.1735864,0.0005709008,0.0142156435,0.028157081,0.0067379354,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
23707675,23607119,9.402533e-05,0.0014037277,0.0019576775,67240471,0,0.08032819,0.17274038,0.0036711006,0.010854399,0.027461922,0.005270277,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
23907598,23806982,0.00019037795,0.002168658,0.0020683655,67240471,0,0.079822995,0.17190677,0.016104689,0.029380703,0.026985573,0.0034662052,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
24107399,24006846,8.862752e-05,0.00083857425,0.0021596567,67240471,0,0.078833394,0.17108527,0.003383377,0.008655953,0.029689105,0.0025366805,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
24307265,24206709,0.00017645692,0.0025183088,0.0021731642,67240471,0,0.0783571,0.17027555,0.0002940306,0.00998436,0.02931952,0.0089181075,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
24507346,24406572,0.00024319247,0.0034221737,0.0023692637,67240471,0,0.07742185,0.16947736,0.002865293,0.014456201,0.028668856,0.003998665,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
24707025,24606435,0.000102242164,0.0007157783,0.0015330627,67240471,0,0.07651996,0.16869043,0.014535378,0.012696965,0.02801365,0.0014750076,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
24906886,24806299,0.000160335,0.0020034844,0.0007577064,67240471,0,0.07608629,0.16791448,0.0001004582,0.011942044,0.03111169,0.00021087314,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
25106937,25006162,0.0002784328,0.0033402,0.0010260828,67240471,0,0.0752312,0.16714928,0.006593433,0.01243607,0.030459262,0.002140325,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
25306607,25206025,0.00042556378,0.0050700954,0.0021124014,67240471,0,0.0748203,0.16639456,0.0038685934,0.013264404,0.030260054,0.008075401,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
25506533,25405889,0.0011297364,0.01709995,0.0046976246,67240471,0,0.07400809,0.16565008,0.0016869091,0.021498553,0.029318806,0.0005919219,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
25706472,25605751,6.4543055e-05,0.005121559,0.0038588382,67240471,0,0.07322243,0.16491564,0.0025467677,0.03093164,0.028247682,0.0024296583,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
25906293,25805614,0.0016931599,0.024852829,0.0027673359,67240471,0,0.07284541,0.16419096,0.0025751996,0.028639274,0.028518416,0.0017006794,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
26106322,26005477,0.0004646082,0.015443433,0.005216577,67240471,0,0.07209706,0.16347586,0.0064505893,0.018751998,0.02732425,0.0046419925,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
26305979,26205341,0.0007815707,0.020952461,0.0063479757,67240471,0,0.0717383,0.16294642,0.00024200794,0.033479426,0.027655888,0.014535219,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
26505788,26405204,0.00013319006,0.007867856,0.0049829516,67240471,0,0.071024396,0.16224757,0.0015328814,0.010135411,0.027091088,0.014516411,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
26705801,26605067,0.001135297,0.016770912,0.0005569743,67240471,0,0.07033197,0.1615577,0.0018980065,0.005757321,0.030086493,4.5509816e-05,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
26905661,26804930,0.0007575153,0.015755612,0.0038108118,67240471,0,0.07000042,0.16087665,0.0032067879,0.013727246,0.029878298,1.3065138e-06,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
27105401,27004793,0.00040231753,0.0029992016,0.003320716,67240471,0,0.06933822,0.16020417,0.00023750406,0.01076301,0.029156236,5.9773534e-05,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
27305381,27204656,0.0006982927,0.01059583,0.0013653578,67240471,0,0.069021374,0.15954012,0.0041183187,0.01426281,0.032449316,0.009524217,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
27505158,27404520,0.00020975659,0.005156746,0.000592679,67240471,0,0.06842004,0.15889147,0.0060051326,0.01002625,0.03533598,0.009530069,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
27705142,27604383,5.553324e-05,0.001921402,0.00029548208,67240471,0,0.067796424,0.15824227,0.0008824257,0.016147774,0.03477994,4.7907156e-06,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
27904814,27804246,0.00015320444,0.0012615488,0.00091521913,67240471,0,0.06749599,0.15760113,0.0013059452,0.012381194,0.03791229,0.009469036,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
28104675,28004109,0.00029491034,0.0054688766,0.0027047151,67240471,0,0.06689875,0.1569679,0.0007664794,0.015154762,0.03719561,0.009501343,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
28304539,28203972,6.311629e-05,0.0022899455,0.0024453253,67240471,0,0.06661145,0.15634236,0.0039400794,0.00530407,0.03682217,0.004520913,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
28504499,28403835,0.00024247779,0.0030374734,0.0010721779,67240471,0,0.06603877,0.15572439,0.0013629477,0.016308691,0.039548963,0.0050254054,0.0,0.0,0.0,0.004997,3932170,3932170,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
