timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
17571601,17571248,3932170,0.008548747,0.0030360036,0.0055127433,28.231335,0,20
18568423,18568066,3932170,0.009720538,0.005752428,0.0075101145,28.280294,0,20
19570236,19569881,3932170,0.0077497987,0.0052197957,0.0071372716,28.084455,0,20
20569551,20569198,3932170,0.009534117,0.0056459014,0.007456851,28.231335,0,20
21566370,21566016,3932170,0.00974717,0.0027696874,0.004873585,28.084455,0,20
22568185,22567830,3932170,0.0064714816,0.0046339002,0.006072007,28.280294,0,20
23569997,23569645,3932170,0.0080960095,0.002530003,0.0074302196,28.084455,0,20
24569316,24568961,3932170,0.008229168,0.004234426,0.0050866376,28.084455,0,20
25568633,25568277,3932170,0.005539375,-0.003834952,0.011451593,28.084455,0,20
26567949,26567593,3932170,0.009507485,-0.0013049489,0.0048203217,28.084455,0,20
27569762,27569408,3932170,0.012516857,0.0052197957,0.0041278997,28.084455,0,20
28566577,28566224,3932170,0.014008228,0.005965481,0.004394216,28.231335,0,20
29568519,29568038,3932170,0.011797803,0.006072007,0.004261058,28.084455,0,20
30570330,30569852,3932170,0.008042746,0.0043409527,0.006924219,27.692778,0,20
31569646,31569168,3932170,0.012676647,0.0058056912,0.0044741104,28.084455,0,20
32568962,32568483,3932170,0.003941478,0.0013315806,0.006364955,28.231335,0,20
33568277,33567799,3932170,0.00958738,0.0023702134,0.0064714816,28.084455,0,20
34570091,34569613,3932170,0.008042746,-0.00029294772,0.009827064,28.084455,0,20
35566911,35566430,3932170,0.0030892668,0.0021837922,0.02631203,28.329254,0,20
36568723,36568244,3932170,-0.021518342,0.0037284256,0.022024343,28.133415,0,20
37570663,37570308,3932170,0.030519826,-0.021624869,0.01123854,28.329254,0,20
38567478,38567125,3932170,-0.04327637,-0.08468852,0.015259913,28.133415,0,20
39566793,39566441,3932170,0.1920938,-0.23044333,-0.0017843179,28.133415,0,20
40568610,40568255,3932170,0.16572851,-0.2248507,-0.015233281,28.280294,0,20
41570423,41570069,3932170,0.0073769563,0.005912218,0.009134643,28.231335,0,20
42567248,42566887,3932170,0.012436963,0.007243798,0.008708537,28.084455,0,20
43569054,43568701,3932170,0.026205506,-0.01571265,0.009347696,28.133415,0,20
44568373,44568017,3932170,0.009454221,-0.0052464274,0.017443705,28.231335,0,20
45570185,45569831,3932170,0.031798143,0.00844222,0.023568977,27.888617,0,20
46567002,46566649,3932170,0.0037284256,0.011504856,-0.00058589544,28.329254,0,20
47568817,47568464,3932170,-0.0016777915,0.004713795,-0.01222391,28.231335,0,20
48570631,48570278,3932170,-0.0054594805,-0.014168017,-0.015739283,28.280294,0,20
49567453,49567096,3932170,0.018216021,0.005965481,0.01222391,28.280294,0,20
