timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
16883015,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
16908564,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17002318,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17082327,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17194146,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17282146,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17402147,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17510147,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17566144,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17698325,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17782352,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17886142,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17970142,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18110143,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18194143,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18258258,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18390502,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18502143,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18574232,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18686142,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18790142,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18890160,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
18974181,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19098142,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19182181,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19310142,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19402143,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19506142,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19598143,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19690558,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19810963,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19898389,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19990329,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
20102143,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
20174232,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
20298146,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
20374143,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
20466736,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
20594141,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
20706252,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
20790142,0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
