timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
17504938,17503971,396809,-0.27045453,-0.0075757573,0.30303028,nan,0
18488248,18487281,396809,-0.26742423,-0.0075757573,0.2992424,nan,0
19492811,19491843,396809,-0.26893938,-0.006060606,0.2992424,nan,0
20497970,20497002,396809,-0.26969695,-0.006818182,0.30606058,nan,0
21502321,21501353,396809,-0.26969695,-0.0075757573,0.30454543,nan,0
22506756,22505789,396809,-0.2681818,-0.006818182,0.30075756,nan,0
23489739,23488772,396809,-0.2712121,-0.006818182,0.29772726,nan,0
24494306,24493338,396809,-0.26893938,-0.006818182,0.30303028,nan,0
25499226,25498258,396809,-0.27196968,-0.0045454544,0.29772726,nan,0
26503705,26502737,396809,-0.26969695,-0.006818182,0.3098485,nan,0
27508206,27507239,396809,-0.2681818,-0.008333333,0.30833334,nan,0
28491816,28490849,396809,-0.2681818,-0.006060606,0.30303028,nan,0
29496410,29495443,396809,-0.26893938,-0.006818182,0.30833334,nan,0
30500966,30499998,396809,-0.26893938,-0.006060606,0.3128788,nan,0
31505987,31505020,396809,-0.26666665,-0.0075757573,0.30303028,nan,0
32489203,32488236,396809,-0.26969695,-0.006060606,0.30075756,nan,0
33493781,33492814,396809,-0.26666665,-0.006060606,0.2992424,nan,0
34498730,34497763,396809,-0.26969695,-0.0037878787,0.30454543,nan,0
35503132,35502164,396809,-0.27045453,-0.00530303,0.3098485,nan,0
36508137,36507170,396809,-0.26666665,-0.0045454544,0.30454543,nan,0
37491404,37490436,396809,-0.26363635,-0.0022727272,0.30833334,nan,0
38496005,38495038,396809,-0.26666665,0.0,0.30303028,nan,0
39500949,39499982,396809,-0.26439393,0.0,0.30833334,nan,0
40505273,40504306,396809,-0.26590908,-0.0045454544,0.31136364,nan,0
41509524,41508557,396809,-0.26742423,-0.0022727272,0.30606058,nan,0
42493245,42492277,396809,-0.28484848,-0.00075757573,0.29772726,nan,0
43497815,43496848,396809,-0.28257576,0.0022727272,0.29545453,nan,0
44502164,44501196,396809,-0.28257576,0.009848485,0.3022727,nan,0
45506937,45505970,396809,-0.27954546,0.018939393,0.3128788,nan,0
46489996,46489028,396809,-0.28333333,0.024999999,0.3151515,nan,0
47494575,47493607,396809,-0.28181818,0.024242423,0.3098485,nan,0
48499557,48498590,396809,-0.28030303,0.009848485,0.3098485,nan,0
49504206,49503239,396809,-0.2780303,0.0022727272,0.30833334,nan,0
50509049,50508081,396809,-0.28333333,0.0075757573,0.3128788,nan,0
51492051,51491084,396809,-0.27878788,0.00530303,0.3128788,nan,0
52496284,52495317,396809,-0.27954546,-0.011363636,0.29772726,nan,0
53501135,53500168,396809,-0.27878788,0.0045454544,0.2992424,nan,0
54505533,54504566,396809,-0.28333333,0.015151515,0.31136364,nan,0
55510083,55509115,396809,-0.28030303,0.006818182,0.30757576,nan,0
56493853,56492879,396809,-0.27878788,-0.009090909,0.29772726,nan,0
57498365,57497398,396809,-0.27575758,-0.003030303,0.28939393,nan,0
58502672,58501704,396809,-0.27878788,0.008333333,0.30757576,nan,0
59507315,59506348,396809,-0.28181818,0.012878788,0.31969696,nan,0
60490331,60489364,396809,-0.27954546,-0.003030303,0.30606058,nan,0
61494789,61493814,396809,-0.2780303,-0.00530303,0.2992424,nan,0
62499427,62498460,396809,-0.28030303,0.0075757573,0.3022727,nan,0
63504022,63503055,396809,-0.28030303,0.012121212,0.31136364,nan,0
64508963,64507996,396809,-0.28030303,0.003030303,0.30606058,nan,0
65492299,65491331,396809,-0.27878788,0.0022727272,0.30075756,nan,0
66496996,66495913,396809,-0.27727273,0.015151515,0.30454543,nan,0
67501961,67500994,396809,-0.2810606,0.008333333,0.30757576,nan,0
68506545,68505577,396809,-0.2780303,0.0037878787,0.31136364,nan,0
69489845,69488878,396809,-0.2780303,0.01060606,0.31136364,nan,0
70494798,70493831,396809,-0.28181818,0.020454545,0.31439394,nan,0
71499132,71498165,396809,-0.27727273,0.0075757573,0.3098485,nan,0
72503335,72502368,396809,-0.28030303,0.006060606,0.30833334,nan,0
73507962,73506992,396809,-0.28030303,0.006818182,0.31136364,nan,0
74490826,74489858,396809,-0.27727273,0.009848485,0.30757576,nan,0
75495149,75494174,396809,-0.28181818,0.018939393,0.30757576,nan,0
76499830,76498862,396809,-0.28181818,0.018181818,0.30757576,nan,0
77503873,77502906,396809,-0.27651516,0.013636364,0.31666666,nan,0
78509026,78508020,396809,-0.28030303,0.01060606,0.31439394,nan,0
79491990,79491023,396809,-0.2780303,0.01060606,0.30757576,nan,0
80496565,80495597,396809,-0.27954546,0.0037878787,0.2992424,nan,0
81501560,81500593,396809,-0.27575758,-0.0045454544,0.3022727,nan,0
82505817,82504850,396809,-0.27954546,0.00530303,0.30833334,nan,0
83510289,83509322,396809,-0.28484848,0.0037878787,0.29545453,nan,0
84493745,84492777,396809,-0.2810606,-0.0037878787,0.29242423,nan,0
85497746,85496779,396809,-0.27878788,-0.00075757573,0.2992424,nan,0
86502282,86501315,396809,-0.28560606,0.0045454544,0.29772726,nan,0
87507074,87506107,396809,-0.28030303,0.009090909,0.30757576,nan,0
88490393,88489425,396809,-0.27878788,0.017424243,0.31136364,nan,0
89494663,89493696,396809,-0.27727273,0.016666666,0.31439394,nan,0
90499654,90498686,396809,-0.2780303,0.012121212,0.3128788,nan,0
91504519,91503547,396809,-0.2810606,0.009848485,0.31666666,nan,0
92509293,92508326,396809,-0.28030303,0.016666666,0.30606058,nan,0
93492533,93491565,396809,-0.27575758,0.018939393,0.3128788,nan,0
94496983,94496016,396809,-0.27651516,0.020454545,0.31439394,nan,0
95502116,95501149,396809,-0.27575758,0.009848485,0.3151515,nan,0
96506616,96505649,396809,-0.27196968,-0.0015151515,0.30075756,nan,0
97489398,97488431,396809,-0.27272725,0.00530303,0.3128788,nan,0
98494235,98493268,396809,-0.27727273,0.011363636,0.31439394,nan,0
99498711,99497743,396809,-0.2780303,-0.00075757573,0.31136364,nan,0
100503182,100502215,396809,-0.275,0.006818182,0.3128788,nan,0
101508101,101507133,396809,-0.2742424,0.01060606,0.3128788,nan,0
102490832,102489865,396809,-0.27272725,0.0015151515,0.30303028,nan,0
103495131,103494163,396809,-0.27575758,0.0037878787,0.31439394,nan,0
104500030,104499045,396809,-0.275,0.009090909,0.31136364,nan,0
105504596,105503629,396809,-0.27272725,0.01590909,0.31666666,nan,0
106487847,106486880,396809,-0.275,0.015151515,0.3181818,nan,0
107492807,107491839,396809,-0.27045453,0.013636364,0.30757576,nan,0
108497388,108496421,396809,-0.26893938,0.017424243,0.31666666,nan,0
109501962,109500995,396809,-0.26969695,0.018939393,0.3219697,nan,0
