timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
17591027,17590660,3932210,-0.08475474,0.029927522,-9.845675,35.624237,0,0,0,0,10
18590120,18589754,3932210,-0.08595184,0.01316811,-9.831071,35.526318,0,0,0,0,10
19589214,19588849,3932210,-0.12856863,0.016998833,-9.8483095,35.624237,0,0,0,0,10
20590931,20590568,3932210,-0.12306197,0.026096798,-9.857168,35.673195,0,0,0,0,10
21587527,21587167,3932210,-0.10630256,0.038307227,-9.81072,35.869034,0,0,0,0,10
22589127,22588763,3932210,-0.09744401,0.033039983,-9.842803,35.820072,0,0,0,0,10
23590845,23590485,3932210,-0.057939682,0.100795895,-9.871533,35.869034,0,0,0,0,10
24587452,24587087,3932210,-0.1400608,0.011971009,-9.805693,35.820072,0,0,0,0,10
25589046,25588685,3932210,-0.18004397,0.094570965,-9.983342,35.966953,0,0,0,0,10
26590646,26590285,3932210,-0.045489833,0.016041152,-9.933543,35.869034,0,0,0,0,10
27592314,27591885,3932210,-0.15251064,0.058418524,-9.84807,35.771114,0,0,0,0,10
28589010,28588490,3932210,-0.11061212,-0.058657944,-9.791327,36.01591,0,0,0,0,10
29590456,29590091,3932210,-0.14197616,-0.08738837,-9.812875,35.966953,0,0,0,0,10
30589557,30589196,3932210,-0.09744401,0.0081402855,-9.927318,36.064873,0,0,0,0,10
31591162,31590799,3932210,-0.13718776,-0.018674774,-9.947908,35.869034,0,0,0,0,10
32587768,32587407,3932210,-0.14508863,0.11683705,-9.904813,36.064873,0,0,0,0,10
33589375,33589011,3932210,-0.1328782,0.16041152,-9.742247,36.162792,0,0,0,0,10
34590977,34590616,3932210,-0.07374141,0.065122284,-9.729796,35.966953,0,0,0,0,10
35587589,35587226,3932210,0.21188685,0.048362873,-9.85238,36.162792,0,0,0,0,10
36589196,36588832,3932210,0.5650316,0.31747115,-10.790428,36.01591,0,0,0,0,10
37590800,37590439,3932210,2.7267563,1.9984401,-15.4117155,36.064873,0,0,0,0,10
38592411,38592050,3932210,-0.95361054,-0.11563994,2.1600487,36.30967,0,0,0,0,10
39589026,39588663,3932210,-0.10223241,-0.8408436,-18.609173,36.30967,0,0,0,0,10
40590634,40590273,3932210,-2.217749,-1.9773712,-20.172346,36.162792,0,0,0,0,10
41589873,41589511,3932210,0.8566454,0.073023155,-9.58351,36.30967,0,0,0,0,10
42588985,42588625,3932210,-0.3172317,-0.2624045,-9.862435,36.35863,0,0,0,0,10
43590623,43590236,3932210,-0.23463178,-0.0031124623,-9.23276,36.40759,0,0,0,0,10
44589736,44589351,3932210,-0.04213795,-0.5243302,-9.734585,36.30967,0,0,0,0,10
45591346,45590963,3932210,-0.16879122,-0.13934255,-9.801622,36.35863,0,0,0,0,10
46590461,46590078,3932210,-0.11372458,0.12641385,-9.578722,36.50551,0,0,0,0,10
47589577,47589193,3932210,0.17070659,-0.04094085,-10.00082,36.554466,0,0,0,0,10
48591197,48590807,3932210,0.33518824,-0.6361394,-9.701784,36.35863,0,0,0,0,10
49587806,49587426,3932210,-0.074220255,-0.41036618,-9.840648,36.50551,0,0,0,0,10
50589407,50589040,3932210,-0.24109611,-0.12976573,-10.060914,36.50551,0,0,0,0,10
51591016,51590655,3932210,-0.05554548,0.25689784,-9.682631,36.50551,0,0,0,0,10
52592632,52592270,3932210,0.04141969,-0.96917284,-9.960836,36.50551,0,0,0,0,10
53589254,53588890,3932210,-0.115879364,0.030645782,-9.781272,36.554466,0,0,0,0,10
54590872,54590506,3932210,0.009337387,0.14221558,-9.7614,36.701347,0,0,0,0,10
55590020,55589625,3932210,-0.05267244,0.39815575,-10.038888,36.50551,0,0,0,0,10
56589106,56588743,3932210,-0.02705448,-0.346441,-9.911516,36.701347,0,0,0,0,10
57590727,57590361,3932210,0.1436521,-0.5434838,-9.985976,36.50551,0,0,0,0,10
58589840,58589480,3932210,-0.0114921685,-0.2705448,-9.902897,36.701347,0,0,0,0,10
59591479,59591097,3932210,-0.05626374,0.19776106,-9.871055,36.50551,0,0,0,0,10
60588079,60587719,3932210,0.0842759,-0.23080105,-9.905052,36.554466,0,0,0,0,10
61589700,61589338,3932210,-0.033518825,-0.52385134,-9.818622,36.50551,0,0,0,0,10
62591317,62590956,3932210,-0.022505496,0.19728222,-9.759006,36.554466,0,0,0,0,10
63587940,63587579,3932210,-0.07326257,0.010055647,-9.834662,36.40759,0,0,0,0,10
64589558,64589197,3932210,-0.018674774,-0.21188685,-9.72022,36.603428,0,0,0,0,10
65591186,65590817,3932210,-0.047884036,-0.11923125,-9.814551,36.603428,0,0,0,0,10
66592796,66592436,3932210,0.13335703,0.33423057,-9.8437605,36.50551,0,0,0,0,10
67589422,67589060,3932210,0.097922854,-0.14508863,-9.714474,36.554466,0,0,0,0,10
68591080,68590681,3932210,0.024660278,-0.24420857,-9.86028,36.554466,0,0,0,0,10
69590165,69589805,3932210,0.10151415,0.00023942017,-9.968738,36.554466,0,0,0,0,10
70589294,70588929,3932210,-0.08619126,-0.08331822,-9.962274,36.848225,0,0,0,0,10
71588413,71588053,3932210,-0.0062249247,-0.2372654,-9.857408,36.554466,0,0,0,0,10
72590045,72589674,3932210,-0.033279404,-0.13694833,-9.860759,36.50551,0,0,0,0,10
73591782,73591296,3932210,-0.08092402,-0.11611878,-9.952218,36.848225,0,0,0,0,10
74588412,74588048,3932210,0.033997666,-0.39695865,-9.838972,36.701347,0,0,0,0,10
75590072,75589671,3932210,-0.010773907,0.2171541,-9.7719345,36.554466,0,0,0,0,10
76589155,76588794,3932210,-0.089303724,-0.13215993,-9.944796,36.701347,0,0,0,0,10
77588279,77587918,3932210,0.015083471,-0.12665327,-9.917023,36.701347,0,0,0,0,10
78589904,78589541,3932210,-0.011731588,-0.12952632,-9.821494,36.750305,0,0,0,0,10
79591523,79591163,3932210,0.12473791,-0.14484921,-9.941204,36.848225,0,0,0,0,10
80590649,80590288,3932210,0.093373865,-0.085233584,-9.877279,36.603428,0,0,0,0,10
81589774,81589413,3932210,0.18243816,-0.19991584,-9.778159,36.750305,0,0,0,0,10
82588901,82588539,3932210,-0.016041152,0.11492168,-9.956528,36.946144,0,0,0,0,10
83590527,83590162,3932210,0.09289502,0.0057460843,-9.677842,36.603428,0,0,0,0,10
84589650,84589287,3932210,-0.19823991,-0.014844051,-9.511924,36.701347,0,0,0,0,10
85588776,85588413,3932210,-0.068474166,-0.12569559,-9.787018,36.554466,0,0,0,0,10
86590396,86590037,3932210,-0.036870707,-0.22098482,-10.05876,36.701347,0,0,0,0,10
87592023,87591661,3932210,0.009097966,0.038546648,-9.715431,36.897186,0,0,0,0,10
88588648,88588289,3932210,0.07182605,0.0114921685,-9.895236,36.701347,0,0,0,0,10
89590276,89589913,3932210,0.17549498,0.051714756,-9.616311,36.848225,0,0,0,0,10
90591898,90591537,3932210,-0.013407529,-0.16759412,-9.752542,36.897186,0,0,0,0,10
91588529,91588166,3932210,-0.08475474,-0.45034933,-9.909362,36.848225,0,0,0,0,10
92590150,92589791,3932210,-0.18195933,-0.07230489,-9.617747,36.603428,0,0,0,0,10
93589352,93588918,3932210,-0.10749966,-0.10390835,-9.899785,37.044064,0,0,0,0,10
94590906,94590543,3932210,-0.20494367,0.065122284,-9.561484,37.044064,0,0,0,0,10
95590035,95589670,3932210,-0.06536171,0.016041152,-9.861478,36.946144,0,0,0,0,10
96589181,96588797,3932210,0.0050278236,-0.3725378,-10.053493,36.946144,0,0,0,0,10
97590783,97590422,3932210,-0.20614077,-0.08595184,-9.731233,36.554466,0,0,0,0,10
98587441,98587052,3932210,-0.17525557,0.27365726,-9.993398,36.848225,0,0,0,0,10
99589062,99588678,3932210,-0.1482011,-0.45250413,-9.817424,36.848225,0,0,0,0,10
100590692,100590305,3932210,-0.08906431,-0.24779987,-9.783426,36.946144,0,0,0,0,10
101592313,101591932,3932210,-0.104387194,0.115161106,-9.851662,36.946144,0,0,0,0,10
102588949,102588563,3932210,-0.14269443,-0.13311762,-9.665392,36.701347,0,0,0,0,10
103590575,103590190,3932210,-0.12808979,-0.022266077,-9.906249,36.701347,0,0,0,0,10
104592206,104591817,3932210,-0.17645267,-0.09935937,-9.608411,36.946144,0,0,0,0,10
105588833,105588448,3932210,-0.16903064,-0.079008654,-9.826522,36.946144,0,0,0,0,10
106590465,106590075,3932210,-0.20997149,0.19871874,-9.873688,36.897186,0,0,0,0,10
