timestamp,timestamp_sample,device_id,pressure,temperature,error_count
17551568,17551558,3997730,101008.0,25.17,0
18561959,18561949,3997730,101007.0,25.16,0
19562238,19562227,3997730,101006.0,25.15,0
20562525,20562514,3997730,101011.0,25.15,0
21552700,21552689,3997730,101005.0,25.14,0
22563091,22563080,3997730,101010.0,25.13,0
23563371,23563361,3997730,101008.0,25.119999,0
24563657,24563647,3997730,101013.0,25.119999,0
25553853,25553843,3997730,101010.0,25.119999,0
26564226,26564215,3997730,101009.0,25.119999,0
27564505,27564495,3997730,101007.0,25.109999,0
28544582,28544571,3997730,101011.0,25.109999,0
29554968,29554957,3997730,101009.0,25.1,0
30565374,30565363,3997730,101010.0,25.109999,0
31565636,31565622,3997730,101005.0,25.1,0
32545715,32545705,3997730,101008.0,25.1,0
33556094,33556084,3997730,101005.0,25.1,0
34556377,34556366,3997730,101010.0,25.109999,0
35556659,35556648,3997730,101007.0,25.1,0
36546839,36546829,3997730,101009.0,25.1,0
37557225,37557214,3997730,101004.0,25.1,0
38557527,38557516,3997730,101014.0,25.109999,0
39557786,39557776,3997730,101017.0,25.109999,0
40547969,40547958,3997730,101020.0,25.109999,0
41558353,41558342,3997730,101020.0,25.109999,0
42558636,42558626,3997730,101011.0,25.109999,0
43558911,43558901,3997730,101010.0,25.119999,0
44549070,44549059,3997730,101006.0,25.119999,0
45559458,45559447,3997730,101000.0,25.119999,0
46559740,46559729,3997730,101000.0,25.13,0
47560024,47560013,3997730,100995.0,25.119999,0
48550206,48550196,3997730,100993.0,25.13,0
49560625,49560614,3997730,100992.0,25.13,0
50560901,50560891,3997730,100993.0,25.13,0
51561182,51561171,3997730,100991.0,25.14,0
52551334,52551324,3997730,100985.0,25.14,0
53561720,53561710,3997730,100989.0,25.14,0
54562004,54561993,3997730,100989.0,25.15,0
55562293,55562282,3997730,100992.0,25.15,0
56552467,56552457,3997730,100990.0,25.15,0
57562857,57562846,3997730,100987.0,25.15,0
58563139,58563129,3997730,100992.0,25.16,0
59543243,59543232,3997730,100988.0,25.16,0
60553628,60553618,3997730,100992.0,25.17,0
61564080,61564069,3997730,100992.0,25.17,0
62564303,62564293,3997730,100991.0,25.18,0
63544384,63544374,3997730,100994.0,25.18,0
64554782,64554772,3997730,100991.0,25.18,0
65565155,65565144,3997730,100993.0,25.189999,0
66565441,66565431,3997730,100995.0,25.189999,0
67545519,67545508,3997730,100997.0,25.189999,0
68555876,68555865,3997730,100998.0,25.199999,0
