timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,custom_faults,average_power,available_energy,full_charge_capacity_wh,remaining_capacity_wh,design_capacity,nominal_voltage,capacity,cycle_count,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,faults,average_time_to_full,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning,mode
16808664,50.25,50.25,0.11590576,0.11590576,0.11590576,0.33977327,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
17008081,50.25,50.25,0.11584473,0.11584473,0.11584473,0.34411457,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
17208497,50.25,50.25,0.11578369,0.11578369,0.11578369,0.34851345,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
17406887,50.25,50.25,0.11590576,0.11590576,0.11590576,0.3528611,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
17607370,50.25,50.25,0.1159668,0.1159668,0.1159668,0.35726827,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
17805701,50.25,50.25,0.1159668,0.1159668,0.1159668,0.3616117,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
18005109,50.25,50.25,0.1159668,0.1159668,0.1159668,0.36596888,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
18205258,50.25,50.25,0.1159668,0.1159668,0.1159668,0.37036338,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
18403929,50.25,50.25,0.1159668,0.1159668,0.1159668,0.37472576,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
18603324,50.25,50.25,0.1159668,0.1159668,0.1159668,0.37907973,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
18802850,50.25,50.25,0.11590576,0.11590576,0.11590576,0.38346037,0.97999996,0.0,nan,23.350006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
19002142,50.25,50.25,0.11602783,0.11602783,0.11602783,0.38783613,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
19202272,50.25,50.25,0.11602783,0.11602783,0.11602783,0.39225072,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
19401106,50.25,50.25,0.1159668,0.1159668,0.1159668,0.39663523,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
19601057,50.25,50.25,0.11578369,0.11578369,0.11578369,0.40104732,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
19799931,50.25,50.25,0.11584473,0.11584473,0.11584473,0.40542105,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
20000355,50.25,50.25,0.1161499,0.1161499,0.1161499,0.4098319,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
20199305,50.25,50.25,0.11627197,0.11627197,0.11627197,0.41421723,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
20597401,50.25,50.25,0.11627197,0.11627197,0.11627197,0.42281002,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
20796809,50.25,50.25,0.11645508,0.11645508,0.11645508,0.42718983,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
20996209,50.25,50.25,0.11633301,0.11633301,0.11633301,0.43158668,0.97999996,0.0,nan,23.600006,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,125,0,0,0,0
