timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,calibration_count
34445309,34445248,3997730,26.092907,25.109999,101012.0,1.2257015,0
34647368,34647303,3997730,26.341284,25.109999,101009.0,1.2252479,0
34849441,34849379,3997730,26.174816,25.1,101011.0,1.225272,0
35051496,35051455,3997730,26.174816,25.109999,101011.0,1.225272,0
35253574,35253533,3997730,26.341284,25.109999,101009.0,1.2252479,0
35455651,35455610,3997730,26.50775,25.1,101007.0,1.2252237,0
35657730,35657687,3997730,26.341284,25.109999,101009.0,1.225665,0
35859807,35859765,3997730,26.425837,25.1,101008.0,1.2252358,0
36061902,36061841,3997730,26.092907,25.1,101012.0,1.2252843,0
36263984,36263920,3997730,26.425837,25.1,101008.0,1.2252358,0
36466079,36466016,3997730,26.174816,25.1,101011.0,1.225272,0
36668140,36668076,3997730,26.425837,25.109999,101008.0,1.2252358,0
36870239,36870192,3997730,26.50775,25.109999,101007.0,1.2252237,0
37072278,37072242,3997730,26.174816,25.1,101011.0,1.225272,0
37274349,37274307,3997730,26.674217,25.109999,101005.0,1.2251995,0
37476424,37476382,3997730,26.092907,25.109999,101012.0,1.2257015,0
37678503,37678461,3997730,26.174816,25.109999,101011.0,1.225272,0
37880611,37880541,3997730,26.425837,25.109999,101008.0,1.2252358,0
38082656,38082613,3997730,26.092907,25.109999,101012.0,1.2252843,0
38284736,38284694,3997730,26.092907,25.109999,101012.0,1.2257015,0
38486832,38486770,3997730,26.425837,25.109999,101008.0,1.2252358,0
38688940,38688872,3997730,26.174816,25.109999,101011.0,1.2256892,0
38890980,38890924,3997730,26.592304,25.109999,101006.0,1.2256286,0
39093231,39093195,3997730,26.092907,25.109999,101012.0,1.2257015,0
39295147,39295111,3997730,25.339846,25.109999,101021.0,1.2258106,0
39497192,39497157,3997730,26.341284,25.109999,101009.0,1.225665,0
39699293,39699257,3997730,25.424398,25.109999,101020.0,1.2257985,0
39901345,39901308,3997730,26.008352,25.109999,101013.0,1.2257136,0
40103420,40103385,3997730,25.424398,25.109999,101020.0,1.2257985,0
40305516,40305465,3997730,26.174816,25.109999,101011.0,1.2256892,0
40507594,40507543,3997730,25.672775,25.109999,101017.0,1.2261794,0
40709670,40709618,3997730,26.092907,25.109999,101012.0,1.2261187,0
40901647,40861182,3997730,25.590866,25.112856,101018.0,1.2261914,0
41103704,41063266,3997730,25.530092,25.109999,101018.71,1.2262002,0
41305780,41265361,3997730,25.506311,25.109999,101019.0,1.2262037,0
41507876,41467415,3997730,25.746761,25.109999,101016.14,1.2261689,0
41709935,41669485,3997730,25.614645,25.109999,101017.71,1.2266057,0
41821082,41821043,3997730,25.757332,25.109999,101016.0,1.2265849,0
42023159,42023120,3997730,25.590866,25.109999,101018.0,1.2266091,0
42225237,42225198,3997730,25.672775,25.119999,101017.0,1.2265971,0
42427359,42427274,3997730,25.424398,25.109999,101020.0,1.2266335,0
42629433,42629374,3997730,26.008352,25.119999,101013.0,1.2265486,0
42831470,42831429,3997730,26.008352,25.119999,101013.0,1.2265486,0
43033545,43033505,3997730,26.341284,25.109999,101009.0,1.2269177,0
43235643,43235585,3997730,26.341284,25.119999,101009.0,1.2269177,0
43437678,43437639,3997730,26.843325,25.119999,101003.0,1.2268448,0
43639751,43639712,3997730,26.425837,25.109999,101008.0,1.2269056,0
43841829,43841789,3997730,26.592304,25.119999,101006.0,1.2268813,0
44043908,44043867,3997730,26.925238,25.119999,101002.0,1.2268327,0
44245990,44245945,3997730,26.341284,25.119999,101009.0,1.2269177,0
44448067,44448025,3997730,26.75877,25.119999,101004.0,1.2272753,0
44650139,44650100,3997730,27.091703,25.119999,101000.0,1.2272266,0
44852230,44852194,3997730,26.50775,25.119999,101007.0,1.2273117,0
45054338,45054252,3997730,26.925238,25.119999,101002.0,1.2272509,0
45256366,45256331,3997730,27.091703,25.119999,101000.0,1.2272266,0
45458443,45458407,3997730,26.843325,25.119999,101003.0,1.2272631,0
45660524,45660484,3997730,27.176258,25.119999,100999.0,1.2272145,0
45862600,45862563,3997730,27.342724,25.119999,100997.0,1.2271903,0
46064702,46064643,3997730,27.176258,25.119999,100999.0,1.2272145,0
46266753,46266716,3997730,27.176258,25.119999,100999.0,1.2272145,0
46468833,46468795,3997730,27.26081,25.119999,100998.0,1.2272023,0
46670912,46670872,3997730,27.26081,25.119999,100998.0,1.2272023,0
46872988,46872951,3997730,27.091703,25.119999,101000.0,1.2272266,0
47075202,47075166,3997730,27.342724,25.119999,100997.0,1.2271903,0
47277142,47277106,3997730,27.176258,25.13,100999.0,1.2276329,0
47479233,47479185,3997730,27.00979,25.119999,101001.0,1.2276571,0
47681333,47681276,3997730,27.511831,25.119999,100995.0,1.2275841,0
47883375,47883336,3997730,27.678297,25.119999,100993.0,1.2275599,0
48085452,48085413,3997730,27.342724,25.13,100997.0,1.2276086,0
48287532,48287492,3997730,27.678297,25.13,100993.0,1.2275599,0
48489613,48489570,3997730,27.427279,25.13,100996.0,1.2275963,0
48691688,48691648,3997730,27.427279,25.13,100996.0,1.2275963,0
48893794,48893749,3997730,27.760208,25.13,100992.0,1.2275478,0
49095872,49095827,3997730,27.593744,25.13,100994.0,1.2275721,0
49298135,49298048,3997730,27.511831,25.13,100995.0,1.2275841,0
49500093,49500010,3997730,27.760208,25.13,100992.0,1.2275478,0
49702152,49702083,3997730,27.926676,25.13,100990.0,1.2279422,0
49904205,49904140,3997730,27.678297,25.13,100993.0,1.2275599,0
50106283,50106218,3997730,27.678297,25.13,100993.0,1.2283976,0
50308360,50308294,3997730,28.095785,25.13,100988.0,1.2279178,0
50490234,50459855,3997730,27.998016,25.13,100989.164,1.227932,0
50692311,50661932,3997730,27.871187,25.13,100990.664,1.2279502,0
50894382,50864008,3997730,27.802486,25.135,100991.5,1.2279605,0
51096478,51066089,3997730,27.871187,25.135,100990.664,1.2279502,0
51298553,51268181,3997730,27.913464,25.135,100990.164,1.2279441,0
51500592,51470263,3997730,27.998016,25.14,100989.164,1.228351,0
51702668,51672315,3997730,28.06672,25.14,100988.336,1.227922,0
51904745,51874391,3997730,27.998016,25.14,100989.164,1.227932,0
52106791,52076452,3997730,27.968952,25.14,100989.5,1.2279361,0
52308869,52278523,3997730,28.011229,25.14,100989.0,1.22793,0
52430119,52430080,3997730,28.428717,25.14,100984.0,1.2282882,0
52632192,52632156,3997730,28.177696,25.14,100987.0,1.2283247,0
52834271,52834235,3997730,28.262249,25.14,100986.0,1.2283125,0
53036350,53036312,3997730,27.760208,25.14,100992.0,1.2283856,0
53238423,53238387,3997730,28.011229,25.14,100989.0,1.228349,0
53440501,53440464,3997730,27.678297,25.15,100993.0,1.2283976,0
53642579,53642543,3997730,27.926676,25.14,100990.0,1.2283612,0
53844655,53844618,3997730,28.262249,25.15,100986.0,1.2283125,0
54046757,54046721,3997730,28.011229,25.14,100989.0,1.228349,0
54248810,54248773,3997730,27.844765,25.15,100991.0,1.2283734,0
54450887,54450850,3997730,27.176258,25.15,100999.0,1.2284707,0
54652988,54652930,3997730,28.095785,25.15,100988.0,1.2283368,0
54855044,54855007,3997730,28.095785,25.15,100988.0,1.228756,0
55057205,55057169,3997730,27.760208,25.15,100992.0,1.2283856,0
55259199,55259162,3997730,28.262249,25.15,100986.0,1.2283125,0
55461294,55461258,3997730,27.926676,25.14,100990.0,1.2283612,0
55663380,55663343,3997730,28.262249,25.15,100986.0,1.2283125,0
55865429,55865395,3997730,27.760208,25.15,100992.0,1.2283856,0
56067503,56067471,3997730,28.011229,25.15,100989.0,1.228349,0
56269582,56269549,3997730,28.095785,25.15,100988.0,1.2283368,0
56471657,56471625,3997730,28.177696,25.15,100987.0,1.2283247,0
56673751,56673705,3997730,27.926676,25.15,100990.0,1.2283612,0
56875815,56875782,3997730,28.095785,25.15,100988.0,1.2283368,0
57077922,57077860,3997730,27.593744,25.16,100994.0,1.228829,0
57280056,57280019,3997730,27.593744,25.15,100994.0,1.228829,0
57482130,57482095,3997730,27.844765,25.16,100991.0,1.2287925,0
57684131,57684095,3997730,27.926676,25.16,100990.0,1.2283612,0
57886213,57886169,3997730,28.011229,25.16,100989.0,1.2287681,0
58088282,58088245,3997730,27.678297,25.16,100993.0,1.2288169,0
58290361,58290324,3997730,27.593744,25.16,100994.0,1.228829,0
58492461,58492405,3997730,27.678297,25.16,100993.0,1.2288169,0
58695046,58694749,3997730,28.095785,25.16,100988.0,1.228756,0
58896647,58896586,3997730,27.760208,25.16,100992.0,1.2288047,0
59098737,59098662,3997730,27.593744,25.16,100994.0,1.228829,0
59300804,59300742,3997730,27.593744,25.16,100994.0,1.228829,0
59503079,59503037,3997730,27.593744,25.16,100994.0,1.228829,0
59704936,59704894,3997730,27.760208,25.16,100992.0,1.2288047,0
59907017,59906974,3997730,27.511831,25.17,100995.0,1.2288412,0
60109094,60109050,3997730,27.427279,25.16,100996.0,1.2288533,0
60301068,60260612,3997730,27.760208,25.167143,100992.0,1.2288047,0
60503162,60462691,3997730,27.820982,25.17,100991.29,1.228796,0
60705231,60664767,3997730,27.760208,25.17,100992.0,1.2288047,0
60907327,60866844,3997730,27.654516,25.17,100993.29,1.2288203,0
61109388,61068923,3997730,27.688866,25.17,100992.86,1.2288151,0
61220524,61220479,3997730,27.678297,25.17,100993.0,1.2288169,0
61422593,61422552,3997730,27.844765,25.17,100991.0,1.2287925,0
61624693,61624629,3997730,27.844765,25.17,100991.0,1.2292122,0
61826768,61826709,3997730,27.511831,25.17,100995.0,1.2292608,0
62028843,62028800,3997730,27.593744,25.17,100994.0,1.2292486,0
62230905,62230863,3997730,28.011229,25.17,100989.0,1.2291877,0
62432986,62432944,3997730,27.844765,25.17,100991.0,1.2292122,0
62635086,62635020,3997730,27.760208,25.17,100992.0,1.2292243,0
62837163,62837098,3997730,27.760208,25.18,100992.0,1.2292243,0
63039267,63039199,3997730,27.511831,25.17,100995.0,1.2292608,0
63241304,63241259,3997730,27.593744,25.18,100994.0,1.2292486,0
63443372,63443327,3997730,27.427279,25.18,100996.0,1.229273,0
63645469,63645407,3997730,27.844765,25.18,100991.0,1.2292122,0
63847528,63847484,3997730,27.342724,25.18,100997.0,1.2292851,0
64049607,64049562,3997730,27.26081,25.18,100998.0,1.2292973,0
64251691,64251644,3997730,27.593744,25.18,100994.0,1.2292486,0
64453762,64453717,3997730,27.678297,25.18,100993.0,1.2296562,0
64655874,64655797,3997730,27.176258,25.18,100999.0,1.2293094,0
64857941,64857876,3997730,27.760208,25.18,100992.0,1.2292243,0
65060021,65059955,3997730,27.593744,25.189999,100994.0,1.2292486,0
65262236,65262190,3997730,27.593744,25.18,100994.0,1.2292486,0
65464179,65464128,3997730,27.342724,25.189999,100997.0,1.2292851,0
65666247,65666186,3997730,27.678297,25.189999,100993.0,1.2292365,0
65868307,65868262,3997730,27.511831,25.18,100995.0,1.2292608,0
66070383,66070339,3997730,27.427279,25.189999,100996.0,1.229273,0
66272461,66272416,3997730,27.511831,25.189999,100995.0,1.2292608,0
66474537,66474493,3997730,27.342724,25.189999,100997.0,1.2292851,0
66676617,66676571,3997730,27.427279,25.189999,100996.0,1.2296927,0
66878714,66878653,3997730,27.26081,25.189999,100998.0,1.2292973,0
67080788,67080727,3997730,27.427279,25.189999,100996.0,1.2296927,0
67282867,67282802,3997730,27.342724,25.189999,100997.0,1.2292851,0
67485109,67485067,3997730,27.760208,25.189999,100992.0,1.2292243,0
67686999,67686957,3997730,27.593744,25.189999,100994.0,1.2296684,0
67889079,67889037,3997730,27.26081,25.189999,100998.0,1.2297171,0
68091177,68091115,3997730,27.511831,25.189999,100995.0,1.2296805,0
68293237,68293196,3997730,27.427279,25.189999,100996.0,1.2296927,0
68495278,68495242,3997730,27.26081,25.199999,100998.0,1.2297171,0
68697376,68697323,3997730,27.511831,25.199999,100995.0,1.2296805,0
68899456,68899419,3997730,27.427279,25.199999,100996.0,1.2296927,0
69101512,69101475,3997730,27.593744,25.199999,100994.0,1.2296684,0
69303590,69303554,3997730,27.176258,25.199999,100999.0,1.2297293,0
69505666,69505630,3997730,27.342724,25.199999,100997.0,1.229705,0
69707747,69707711,3997730,27.26081,25.199999,100998.0,1.2297171,0
69909825,69909786,3997730,27.26081,25.199999,100998.0,1.2297171,0
70091694,70061351,3997730,27.244957,25.199999,100998.164,1.229719,0
70293784,70263430,3997730,27.371788,25.199999,100996.664,1.2297008,0
70495891,70465509,3997730,27.482765,25.199999,100995.336,1.2301049,0
70697931,70667581,3997730,27.385,25.199999,100996.5,1.2296988,0
70900000,70869656,3997730,27.342724,25.205,100997.0,1.229705,0
71102080,71071735,3997730,27.482765,25.205,100995.336,1.2296847,0
71304219,71273846,3997730,27.231745,25.199999,100998.336,1.2297212,0
71506238,71475898,3997730,27.414066,25.21,100996.164,1.2296947,0
71708328,71677968,3997730,27.300446,25.205,100997.5,1.229711,0
71829559,71829526,3997730,27.091703,25.21,101000.0,1.2301617,0
72031637,72031602,3997730,27.342724,25.21,100997.0,1.229705,0
72233717,72233680,3997730,27.678297,25.21,100993.0,1.2296562,0
72435793,72435758,3997730,27.26081,25.21,100998.0,1.2297171,0
72637871,72637835,3997730,27.091703,25.21,101000.0,1.2297415,0
72839957,72839919,3997730,27.511831,25.21,100995.0,1.2296805,0
73042035,73041992,3997730,27.26081,25.21,100998.0,1.2297171,0
73244220,73244184,3997730,27.26081,25.21,100998.0,1.2297171,0
73446255,73446196,3997730,27.26081,25.21,100998.0,1.2301373,0
73648284,73648228,3997730,27.26081,25.21,100998.0,1.2297171,0
73850341,73850304,3997730,27.091703,25.22,101000.0,1.2297415,0
74052419,74052383,3997730,27.427279,25.22,100996.0,1.2296927,0
74254495,74254459,3997730,27.342724,25.22,100997.0,1.229705,0
74456571,74456535,3997730,27.00979,25.22,101001.0,1.2301738,0
74658656,74658620,3997730,27.091703,25.22,101000.0,1.2297415,0
74860737,74860691,3997730,27.342724,25.22,100997.0,1.229705,0
75062809,75062773,3997730,27.26081,25.22,100998.0,1.2301373,0
75264883,75264847,3997730,27.678297,25.22,100993.0,1.2296562,0
75467076,75467040,3997730,27.511831,25.22,100995.0,1.2296805,0
75669077,75669042,3997730,27.176258,25.22,100999.0,1.2297293,0
75871117,75871081,3997730,27.26081,25.22,100998.0,1.2297171,0
76073195,76073160,3997730,26.925238,25.22,101002.0,1.2306063,0
76275277,76275241,3997730,27.342724,25.22,100997.0,1.229705,0
76477352,76477315,3997730,27.00979,25.23,101001.0,1.2297536,0
76679440,76679392,3997730,27.26081,25.23,100998.0,1.2297171,0
76881553,76881510,3997730,27.176258,25.23,100999.0,1.2297293,0
77083580,77083547,3997730,26.925238,25.23,101002.0,1.2297658,0
77285660,77285627,3997730,27.342724,25.23,100997.0,1.229705,0
77487737,77487705,3997730,27.342724,25.23,100997.0,1.229705,0
77690012,77689782,3997730,27.342724,25.23,100997.0,1.229705,0
77891892,77891859,3997730,27.176258,25.23,100999.0,1.2297293,0
78093970,78093938,3997730,27.091703,25.24,101000.0,1.2297415,0
78296072,78296017,3997730,26.925238,25.23,101002.0,1.2297658,0
78498137,78498098,3997730,27.26081,25.23,100998.0,1.2297171,0
78700229,78700171,3997730,26.925238,25.23,101002.0,1.2297658,0
78902298,78902261,3997730,27.176258,25.23,100999.0,1.2297293,0
79104363,79104326,3997730,27.00979,25.24,101001.0,1.2301738,0
79306464,79306406,3997730,26.75877,25.24,101004.0,1.2297902,0
79508520,79508483,3997730,26.925238,25.24,101002.0,1.230186,0
79710604,79710568,3997730,26.674217,25.24,101005.0,1.2302226,0
79902592,79862126,3997730,26.938448,25.237143,101001.86,1.2301843,0
80104649,80064205,3997730,26.867105,25.240002,101002.71,1.230615,0
80306726,80266278,3997730,26.938448,25.240002,101001.86,1.2301843,0
80417874,80417838,3997730,26.674217,25.24,101005.0,1.2302226,0
80710903,80670436,3997730,26.962229,25.240002,101001.57,1.2301807,0
80822024,80821988,3997730,26.592304,25.24,101006.0,1.2302347,0
81024114,81024071,3997730,27.091703,25.24,101000.0,1.2301617,0
81226242,81226203,3997730,27.176258,25.24,100999.0,1.2301495,0
81428308,81428266,3997730,26.674217,25.24,101005.0,1.2306429,0
81630352,81630302,3997730,27.091703,25.24,101000.0,1.2301617,0
81832434,81832381,3997730,27.26081,25.24,100998.0,1.2301373,0
82034492,82034457,3997730,26.75877,25.25,101004.0,1.2302104,0
82236571,82236535,3997730,26.843325,25.25,101003.0,1.2301981,0
82438650,82438613,3997730,26.843325,25.25,101003.0,1.2301981,0
82640727,82640691,3997730,26.925238,25.25,101002.0,1.230186,0
82842805,82842769,3997730,26.843325,25.25,101003.0,1.2301981,0
83044884,83044847,3997730,26.843325,25.25,101003.0,1.2301981,0
83247010,83246927,3997730,26.50775,25.25,101007.0,1.2302469,0
83449211,83449172,3997730,26.925238,25.25,101002.0,1.230186,0
83651128,83651089,3997730,27.176258,25.25,100999.0,1.2301495,0
83853224,83853185,3997730,27.00979,25.25,101001.0,1.2301738,0
84055301,84055262,3997730,26.843325,25.26,101003.0,1.2301981,0
84257392,84257344,3997730,27.00979,25.26,101001.0,1.2301738,0
84459480,84459421,3997730,27.091703,25.25,101000.0,1.230582,0
84661536,84661495,3997730,27.176258,25.26,100999.0,1.2301495,0
84863635,84863576,3997730,27.00979,25.26,101001.0,1.2301738,0
85065737,85065653,3997730,27.091703,25.26,101000.0,1.2301617,0
85267813,85267733,3997730,27.342724,25.26,100997.0,1.2301252,0
85469871,85469811,3997730,26.75877,25.26,101004.0,1.2302104,0
85672095,85672044,3997730,27.176258,25.26,100999.0,1.2301495,0
85874003,85873965,3997730,27.091703,25.26,101000.0,1.2301617,0
86076081,86076041,3997730,27.176258,25.26,100999.0,1.2301495,0
86278185,86278120,3997730,27.00979,25.26,101001.0,1.2301738,0
86480248,86480198,3997730,27.00979,25.26,101001.0,1.2301738,0
86682314,86682276,3997730,26.925238,25.269999,101002.0,1.230186,0
86884416,86884358,3997730,27.26081,25.26,100998.0,1.2301373,0
87086489,87086434,3997730,27.176258,25.26,100999.0,1.2301495,0
87288569,87288514,3997730,27.091703,25.269999,101000.0,1.2301617,0
87490624,87490588,3997730,27.091703,25.269999,101000.0,1.2301617,0
87692701,87692665,3997730,27.26081,25.269999,100998.0,1.2301373,0
87894780,87894744,3997730,27.176258,25.269999,100999.0,1.2305698,0
88096863,88096827,3997730,27.427279,25.269999,100996.0,1.2301129,0
88298957,88298901,3997730,27.427279,25.269999,100996.0,1.2301129,0
88501013,88500977,3997730,27.593744,25.269999,100994.0,1.2300886,0
88703107,88703059,3997730,27.26081,25.269999,100998.0,1.2301373,0
88905203,88905143,3997730,27.427279,25.269999,100996.0,1.2301129,0
89107272,89107216,3997730,27.427279,25.269999,100996.0,1.2301129,0
89309350,89309293,3997730,27.091703,25.279999,101000.0,1.230582,0
89491248,89460882,3997730,27.189468,25.275,100998.836,1.2301475,0
89693278,89662938,3997730,27.120768,25.275,100999.664,1.2301576,0
89895359,89865072,3997730,27.176258,25.279999,100999.0,1.2301495,0
90097432,90067088,3997730,27.06528,25.279999,101000.336,1.230586,0
90299512,90269166,3997730,27.176258,25.275,100999.0,1.2305698,0
90501589,90471241,3997730,27.120768,25.279999,100999.664,1.2301576,0
90703666,90673318,3997730,27.218533,25.279999,100998.5,1.2301434,0
90905765,90875399,3997730,27.052069,25.279999,101000.5,1.2305881,0
91107840,91077476,3997730,27.06528,25.279999,101000.336,1.2301657,0
91229111,91229056,3997730,27.26081,25.279999,100998.0,1.2301373,0
91431225,91431190,3997730,26.925238,25.279999,101002.0,1.2310271,0
91633232,91633192,3997730,26.843325,25.279999,101003.0,1.2301981,0
91835300,91835269,3997730,26.925238,25.289999,101002.0,1.230186,0
92037380,92037347,3997730,27.176258,25.289999,100999.0,1.2305698,0
92239453,92239422,3997730,26.843325,25.289999,101003.0,1.2301981,0
92441534,92441501,3997730,27.26081,25.289999,100998.0,1.2301373,0
92643611,92643579,3997730,27.091703,25.289999,101000.0,1.2301617,0
92845690,92845658,3997730,26.75877,25.289999,101004.0,1.2306308,0
93047814,93047737,3997730,26.925238,25.289999,101002.0,1.230186,0
93249894,93249838,3997730,26.843325,25.289999,101003.0,1.2301981,0
93451947,93451895,3997730,26.925238,25.289999,101002.0,1.2306063,0
93654099,93654044,3997730,26.843325,25.289999,101003.0,1.2306185,0
93856136,93856089,3997730,26.592304,25.289999,101006.0,1.2306551,0
94058173,94058134,3997730,26.674217,25.289999,101005.0,1.2306429,0
94260246,94260210,3997730,26.674217,25.289999,101005.0,1.2306429,0
94462319,94462284,3997730,26.75877,25.3,101004.0,1.2306308,0
94664400,94664365,3997730,26.925238,25.3,101002.0,1.2306063,0
94866496,94866441,3997730,26.843325,25.289999,101003.0,1.2306185,0
95068599,95068521,3997730,26.50775,25.3,101007.0,1.2306672,0
95270661,95270606,3997730,26.50775,25.3,101007.0,1.2306672,0
95472723,95472675,3997730,26.425837,25.289999,101008.0,1.2306795,0
95674788,95674753,3997730,26.50775,25.3,101007.0,1.2306672,0
95877094,95877030,3997730,26.592304,25.3,101006.0,1.2306551,0
96078948,96078912,3997730,26.674217,25.3,101005.0,1.2306429,0
96281023,96280988,3997730,26.425837,25.3,101008.0,1.2306795,0
96483103,96483067,3997730,26.592304,25.3,101006.0,1.2306551,0
96685179,96685144,3997730,26.425837,25.3,101008.0,1.2306795,0
96887258,96887222,3997730,26.341284,25.3,101009.0,1.2306917,0
97089361,97089304,3997730,26.425837,25.3,101008.0,1.2306795,0
97291438,97291381,3997730,26.341284,25.3,101009.0,1.2306917,0
97493522,97493461,3997730,26.092907,25.31,101012.0,1.2307283,0
