timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
16927516,16926518,396809,-0.22825858,-0.08290436,0.22413829,1
17526246,17525247,396809,-0.22901626,-0.08366182,0.22413422,1
17975161,17974164,396809,-0.2267809,-0.08360837,0.22107673,1
18424003,18423006,396809,-0.22822155,-0.083715275,0.22715452,1
19022671,19021675,396809,-0.22670619,-0.08220036,0.22716264,1
19471555,19470565,396809,-0.22970852,-0.08299791,0.22945869,1
19920481,19919484,396809,-0.228951,-0.08299791,0.22944939,1
20519290,20518279,396809,-0.22817522,-0.08453955,0.23092817,1
20967997,20967004,396809,-0.22817539,-0.085297,0.2309148,1
21416833,21415836,396809,-0.22888657,-0.086121276,0.23469777,1
22015237,22014237,396809,-0.22891381,-0.08305136,0.23247902,1
22463818,22462824,396809,-0.22896977,-0.083728634,0.22792123,1
23041124,22986570,396809,-0.2292006,-0.08388606,0.22968939,1
23511162,23510165,396809,-0.22606988,-0.08354155,0.21728042,1
23959961,23958914,396809,-0.23048514,-0.085243545,0.2279131,1
24537303,24482767,396809,-0.22830462,-0.08478758,0.23067282,1
25007413,25006419,396809,-0.2260043,-0.08136271,0.22262232,1
25456258,25455244,396809,-0.22970885,-0.08451282,0.22943197,1
26033650,25979107,396809,-0.22654948,-0.08464353,0.22964346,1
26503733,26502737,396809,-0.22888625,-0.084606364,0.23472449,1
26952439,26951441,396809,-0.23049428,-0.08447273,0.22716907,1
27529944,27475371,396809,-0.22791955,-0.084165275,0.23118423,1
27999980,27998986,396809,-0.22815646,-0.08380882,0.23245636,1
28448869,28447872,396809,-0.22516374,-0.08451282,0.22937617,1
29026306,28971728,396809,-0.22823092,-0.083954394,0.22639267,1
29496437,29495443,396809,-0.22814733,-0.08457964,0.2332004,1
29945221,29944225,396809,-0.22667895,-0.08527028,0.2293814,1
30522721,30468155,396809,-0.22817829,-0.08428261,0.23068017,1
30992882,30991888,396809,-0.22592095,-0.08299791,0.22941218,1
31441637,31440641,396809,-0.22678025,-0.08057853,0.22113018,1
32040535,32039443,396809,-0.2274177,-0.08453955,0.23091887,1
32489234,32488236,396809,-0.22899766,-0.08368855,0.22564903,1
32937838,32936841,396809,-0.22363012,-0.08453955,0.23087236,1
33537006,33536012,396809,-0.22583775,-0.085390545,0.23618874,1
33985662,33984664,396809,-0.22438747,-0.08378209,0.23089503,1
34434508,34433512,396809,-0.22817506,-0.08378209,0.23094153,1
35032959,35031965,396809,-0.22817506,-0.08378209,0.23094153,1
35481890,35480873,396809,-0.2266137,-0.084606364,0.2346966,1
35930683,35929689,396809,-0.22667862,-0.08375537,0.22940813,1
36529439,36528446,396809,-0.2266411,-0.082293905,0.23246448,1
36978335,36977339,396809,-0.22594868,-0.08220036,0.22715335,1
37427158,37426164,396809,-0.22285286,-0.07926407,0.23247144,1
38025607,38024614,396809,-0.2221508,-0.077668965,0.22794442,1
38474517,38473519,396809,-0.22506015,-0.07860015,0.2378145,1
38923604,38922606,396809,-0.22428404,-0.078626886,0.23932,1
39522269,39521273,396809,-0.22590153,-0.07923734,0.2309938,1
39971029,39970033,396809,-0.2251161,-0.07927743,0.23325673,1
40419646,40418649,396809,-0.22741722,-0.08226718,0.23095895,1
41018317,41017296,396809,-0.22738948,-0.08306473,0.23321782,1
41467003,41466004,396809,-0.22661288,-0.08081907,0.23476341,1
41915706,41914708,396809,-0.22745392,-0.07994134,0.22796944,1
42514552,42513554,396809,-0.24571773,-0.07830616,0.22140276,1
42963320,42962304,396809,-0.24500638,-0.076724425,0.21763319,1
43540467,43486154,396809,-0.24299125,-0.07475202,0.227494,1
44010998,44010002,396809,-0.24321075,-0.069550745,0.24047025,1
44459561,44458567,396809,-0.24093804,-0.06879329,0.2404557,1
45036445,44982152,396809,-0.24035864,-0.06480403,0.23622505,1
45506969,45505970,396809,-0.23869124,-0.058906253,0.23832932,1
45955601,45954607,396809,-0.23941955,-0.052886676,0.24071772,1
46532582,46478304,396809,-0.24298558,-0.05258965,0.2382409,1
47003082,47002084,396809,-0.24546142,-0.05442832,0.2422802,1
47452052,47450900,396809,-0.24169277,-0.055916503,0.24069217,1
48029030,47974736,396809,-0.2428768,-0.061656874,0.23681669,1
48499586,48498590,396809,-0.23948793,-0.06794229,0.23514867,1
48948386,48947369,396809,-0.2380202,-0.07166276,0.23127623,1
49525509,49471235,396809,-0.23652296,-0.07504683,0.22980896,1
49996091,49995097,396809,-0.23875928,-0.07244694,0.232787,1
50444837,50443839,396809,-0.24019015,-0.07029485,0.23966229,1
51021625,50967340,396809,-0.239736,-0.068958916,0.23551266,1
51492078,51491084,396809,-0.23793668,-0.072540484,0.23807949,1
51940880,51939884,396809,-0.23718129,-0.08238745,0.23789649,1
52539276,52538282,396809,-0.23504007,-0.08750256,0.22717142,1
52988210,52987217,396809,-0.23806034,-0.085243545,0.22800611,1
53436903,53435887,396809,-0.24031234,-0.076180786,0.22970915,1
54035480,54034482,396809,-0.24169539,-0.06803583,0.24047837,1
54484283,54483289,396809,-0.23879401,-0.061031625,0.2299578,1
54933153,54932144,396809,-0.2395336,-0.06408818,0.23142846,1
55531814,55530803,396809,-0.23805772,-0.073124215,0.2282199,1
55980718,55979719,396809,-0.23739466,-0.079807706,0.22051634,1
56429624,56428626,396809,-0.23739597,-0.08586737,0.22040944,1
57028414,57027414,396809,-0.23286927,-0.08508319,0.2188522,1
57477119,57476122,396809,-0.23433718,-0.08212018,0.22271125,1
57925716,57924721,396809,-0.23659016,-0.07760215,0.22433412,1
58524403,58523409,396809,-0.23869337,-0.0687532,0.2381556,1
