timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
17566705,17566513,2490402,-0.0061985836,0.019994678,0.0018652374,23.496376,0,20
18564455,18564271,2490402,-0.0048929173,0.020544257,0.001795291,23.47524,0,20
19564737,19564554,2490402,-0.008943147,0.019395137,0.0017519909,23.47524,0,20
20567549,20567364,2490402,-0.007557542,0.020537596,0.0029777184,23.460144,0,20
21562780,21562595,2490402,-0.006511677,0.02029778,0.0020317764,23.469202,0,20
22565588,22565404,2490402,-0.0064383997,0.020157887,0.0017686448,23.426933,0,20
23565872,23565687,2490402,-0.0074742725,0.018542457,0.002647971,23.454105,0,20
24566153,24565970,2490402,-0.007134533,0.019748202,0.001202412,23.321257,0,20
25563912,25563727,2490402,-0.009479403,0.012277259,0.00690804,23.499395,0,20
26564202,26564012,2490402,-0.0072311256,0.017173506,0.0016454059,23.360508,0,20
27567003,27566818,2490402,0.0002831164,0.019368492,0.0008260337,23.448067,0,20
28564765,28564575,2490402,-0.0071911565,0.021220407,0.0018952144,23.372585,0,20
29565045,29564858,2490402,-0.005349234,0.021173775,6.661562e-06,23.378624,0,20
30565349,30565140,2490402,-0.0058521824,0.020527603,0.0017519909,23.39674,0,20
31563086,31562897,2490402,-0.0037671134,0.020111255,0.001642075,23.378624,0,20
32563363,32563179,2490402,-0.013033346,0.019158652,0.0013289816,23.35145,0,20
33566177,33565987,2490402,-0.0027212482,0.01987144,0.0010658499,23.448067,0,20
34566457,34566270,2490402,-0.009622626,0.02064085,0.0038537136,23.47826,0,20
35564212,35564026,2490402,-0.0130699845,0.016743837,0.020840697,23.384663,0,20
36564493,36564309,2490402,-0.034853294,0.021283692,0.014592152,23.333334,0,20
37564773,37564591,2490402,0.029950384,0.014212443,0.004196784,23.369566,0,20
38567589,38567400,2490402,-0.10590885,-0.013829403,0.004486562,23.463163,0,20
39565340,39565156,2490402,-0.20841031,0.159651,0.0063984306,23.384663,0,20
40565621,40565439,2490402,0.20874672,0.025064128,-0.020284457,23.466183,0,20
41565908,41565722,2490402,-0.0021583461,0.01804284,0.0064550536,23.445047,0,20
42563666,42563478,2490402,-0.0018285988,0.024054902,0.0049661947,23.42995,0,20
43563921,43563761,2490402,0.008463515,0.005748928,0.0037238132,23.39976,0,20
44566730,44566570,2490402,-0.005505781,0.012273928,0.015917802,23.423912,0,20
45567152,45566852,2490402,0.015711294,0.026622932,0.019921402,23.445047,0,20
46564769,46564609,2490402,-0.011604441,0.027595522,-0.00797389,23.342392,0,20
