timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
17066978,17066594,3932170,3932170,-2.364732e-05,-3.0145575e-06,5.551249e-07,-0.0016523612,0.0012084987,-0.048898134,4998,4998,0,2,1
17571629,17571248,3932170,3932170,-1.9977919e-05,1.1442857e-05,-9.951471e-06,-0.0016612986,0.0014290363,-0.04893547,4997,4997,0,2,1
18066291,18065910,3932170,3932170,-2.1663507e-05,6.503072e-06,-9.052762e-06,-0.0016670139,0.0011105896,-0.04883967,4997,4997,0,2,1
18566026,18565568,3932170,3932170,-7.1676864e-06,6.7233736e-07,-4.936712e-06,-0.0016608762,0.0011118146,-0.048831347,4994,4994,0,2,1
19065630,19065226,3932170,3932170,-1.27010635e-05,2.198015e-05,-1.7077316e-07,-0.0016859296,0.0012780067,-0.04898356,4996,4996,0,2,1
19570265,19569881,3932170,3932170,-3.2033106e-05,2.009502e-05,-5.6556183e-07,-0.0017028723,0.0012465793,-0.04882764,4996,4996,0,2,1
20069976,20069540,3932170,3932170,-1.20027935e-05,-2.5276736e-07,-5.330268e-06,-0.001738597,0.0013259846,-0.04881845,4997,4997,0,2,1
20569579,20569198,3932170,3932170,-2.419423e-05,1.1894714e-05,4.25103e-06,-0.0017797444,0.0013847518,-0.048829615,4997,4997,0,2,1
21069237,21068856,3932170,3932170,-6.17159e-06,5.8225883e-06,-1.0152808e-05,-0.0017054825,0.0011245369,-0.04890099,4997,4997,0,2,1
21563903,21563518,3932170,3932170,-2.322554e-05,6.7719066e-06,-3.5382357e-06,-0.001745351,0.0013896523,-0.04890469,4997,4997,0,2,1
22068554,22068172,3932170,3932170,-1.750549e-05,1.2272815e-05,1.3804531e-06,-0.0016622434,0.0013067911,-0.048955873,4996,4996,0,2,1
