timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
17099208,0.00066542963,0.005761103,0.0006342501,5051,0,-0.29084295,0.29677817,-9.7833185,5051,0,1,1
17104260,0.0013460094,0.0069383867,0.0007848868,5052,0,-0.29247728,0.30443224,-9.789598,5052,0,1,1
17109312,0.0018135976,0.005871422,0.0010218513,5052,0,-0.2897075,0.2965324,-9.793154,5052,0,1,1
17114364,0.001984738,0.005566372,0.0005138019,5052,0,-0.289759,0.2947751,-9.785162,5052,0,1,1
17119416,0.0023512768,0.0060299444,0.0009988893,5052,0,-0.29316285,0.28846696,-9.799122,5052,0,1,1
17124468,0.0011762186,0.005947746,0.0003855373,5052,0,-0.28573754,0.2825348,-9.798899,5052,0,1,1
17129520,0.0012822411,0.0057361736,0.00033885406,5052,0,-0.29061788,0.27301076,-9.791732,5052,0,1,1
17134572,0.0018760541,0.0056078606,4.476071e-06,5052,0,-0.28687724,0.26539117,-9.794219,5052,0,1,1
17139624,0.0018113069,0.0052623786,0.0005638719,5052,0,-0.28597763,0.25815418,-9.801392,5052,0,1,1
17144676,0.0016945611,0.005884491,0.0007545205,5052,0,-0.29126155,0.25719473,-9.797841,5052,0,1,1
17149728,0.0011308471,0.0052785943,0.00069161755,5052,0,-0.2836406,0.25767493,-9.796309,5052,0,1,1
17154780,0.0007319304,0.0061321575,0.0015036482,5052,0,-0.28129935,0.25569856,-9.803079,5052,0,1,1
17159832,0.0018144032,0.0057891635,0.00068056997,5052,0,-0.29095533,0.2571531,-9.780213,5052,0,1,1
17164884,0.0009531904,0.0055082687,0.00094022066,5052,0,-0.2866026,0.261077,-9.78891,5052,0,1,1
17169936,0.0010365538,0.0060751834,0.0018970245,5052,0,-0.2843401,0.26105654,-9.799653,5052,0,1,1
17174987,0.00013815706,0.005995719,0.0011678518,5051,0,-0.29075223,0.28116992,-9.797752,5051,0,1,1
17180039,0.000630577,0.005732501,0.0020658683,5052,0,-0.29282537,0.2878863,-9.798449,5052,0,1,1
17185091,0.0009731737,0.005945022,0.00087272073,5052,0,-0.29265082,0.29416993,-9.791546,5052,0,1,1
17190143,0.0007310502,0.0057419897,0.00034655794,5052,0,-0.2936225,0.28559205,-9.802429,5052,0,1,1
17195195,-0.00015400726,0.007127608,0.0006992033,5052,0,-0.2875644,0.2922762,-9.784367,5052,0,1,1
17200247,-0.00036772594,0.0060177366,-2.2378597e-05,5052,0,-0.29697978,0.29143703,-9.802855,5052,0,1,1
17205299,0.00012896072,0.006305539,0.00088861113,5052,0,-0.30086944,0.28828388,-9.795439,5052,0,1,1
17210351,0.0007381552,0.006426924,0.0011289759,5052,0,-0.29241925,0.28308016,-9.7873125,5052,0,1,1
17215403,-0.00027611293,0.006092203,0.0009956005,5052,0,-0.2891888,0.27434757,-9.799659,5052,0,1,1
17220455,0.00041647404,0.0061720205,0.0010418064,5052,0,-0.29099342,0.2785419,-9.793066,5052,0,1,1
17225507,0.0004133937,0.0055132606,0.0009944105,5052,0,-0.29775104,0.26799965,-9.809603,5052,0,1,1
17230559,-0.00041406558,0.006345464,0.0012164892,5052,0,-0.28935504,0.26449287,-9.805904,5052,0,1,1
17235611,0.00017908402,0.0066601383,0.0015122534,5052,0,-0.28437725,0.2626963,-9.802677,5052,0,1,1
17240663,-9.86496e-05,0.0058802413,0.0012062337,5052,0,-0.2983629,0.27716115,-9.813119,5052,0,1,1
17245715,0.0006711764,0.0063913856,0.0013032415,5052,0,-0.2951021,0.27510497,-9.803495,5052,0,1,1
17250767,-2.1624435e-05,0.005713117,0.0007650735,5052,0,-0.28599337,0.27209356,-9.785607,5052,0,1,1
17255818,-0.0006549542,0.0054205437,0.0010666819,5051,0,-0.2862516,0.27629036,-9.794482,5051,0,1,1
17260870,0.0002507236,0.0066291676,0.0013783972,5052,0,-0.29156932,0.29043925,-9.788779,5052,0,1,1
17265922,-0.00013303426,0.005968042,0.0011865491,5052,0,-0.29479513,0.27644837,-9.793117,5052,0,1,1
17270976,-0.0011616332,0.007076258,0.0013169361,5054,0,-0.2899387,0.2840832,-9.794901,5054,0,1,1
17276026,-0.0004186227,0.005942089,0.00071731646,5050,0,-0.2847286,0.27754468,-9.804594,5050,0,1,1
17281078,-0.00089308474,0.0059145857,0.00073268206,5052,0,-0.2878231,0.27743316,-9.798124,5052,0,1,1
17286130,-0.00062712794,0.0071073705,0.0010969427,5052,0,-0.29506224,0.2877705,-9.81731,5052,0,1,1
17291183,-0.001033277,0.006005758,0.0011833298,5053,0,-0.2834767,0.28112996,-9.8024845,5053,0,1,1
17296234,-0.00064617855,0.006628557,0.0012385967,5051,0,-0.2842462,0.276812,-9.796863,5051,0,1,1
17301286,-0.00029603965,0.0058652256,0.0010684646,5052,0,-0.28914624,0.2723371,-9.801073,5052,0,1,1
17306338,-0.0011623331,0.0055058496,0.00091451214,5052,0,-0.2868188,0.28142923,-9.804084,5052,0,1,1
17311390,-0.0005929168,0.005947611,0.0011701739,5052,0,-0.28602853,0.272825,-9.798228,5052,0,1,1
17316442,-0.0012117637,0.005200176,0.00082227314,5052,0,-0.28946587,0.28135356,-9.792976,5052,0,1,1
17321494,-0.00051286124,0.0060661193,0.0017218203,5052,0,-0.28523785,0.2866468,-9.782578,5052,0,1,1
17326546,-0.0009996854,0.006543241,0.0010715761,5052,0,-0.2864878,0.2913978,-9.799063,5052,0,1,1
17331598,-0.0012971107,0.005778503,0.0009926048,5052,0,-0.2880478,0.29217616,-9.787176,5052,0,1,1
17336649,-3.136273e-05,0.0066813007,0.0020141408,5051,0,-0.2951095,0.29661942,-9.789524,5051,0,1,1
17341701,-0.0007746389,0.006348022,0.0010878589,5052,0,-0.2940867,0.29233018,-9.789045,5052,0,1,1
17346753,-0.0004494965,0.006350293,0.001049753,5052,0,-0.2828013,0.30246282,-9.781581,5052,0,1,1
17351806,-0.0007275841,0.0070402543,0.00083810766,5053,0,-0.29486775,0.29366094,-9.791435,5053,0,1,1
17356857,-0.0007294723,0.007107512,0.0004260592,5051,0,-0.28570807,0.28571174,-9.794053,5051,0,1,1
17361909,-0.00018507159,0.0067709116,0.0009498168,5052,0,-0.28680742,0.29550162,-9.795842,5052,0,1,1
17366961,-0.00059787836,0.007220632,0.0007662627,5052,0,-0.28870252,0.2887267,-9.808811,5052,0,1,1
17372013,-0.0013712934,0.005783719,0.001122706,5052,0,-0.29722005,0.27836925,-9.788293,5052,0,1,1
17377065,-0.0005598461,0.00713649,0.0012865257,5052,0,-0.29507366,0.2852803,-9.808493,5052,0,1,1
17382117,-0.0009571512,0.005496756,0.0011442094,5052,0,-0.29152825,0.27254996,-9.792747,5052,0,1,1
17387169,-0.0009194404,0.0067002005,0.0010958442,5052,0,-0.29764846,0.27192122,-9.784183,5052,0,1,1
17392221,-0.001202782,0.006821422,0.0012147378,5052,0,-0.29115823,0.26690704,-9.7918625,5052,0,1,1
17397273,-0.0015349754,0.006825233,0.0008141001,5052,0,-0.29943317,0.28074124,-9.79547,5052,0,1,1
17402325,-0.00066064665,0.0075710313,0.00040174174,5052,0,-0.2993539,0.29035527,-9.789014,5052,0,1,1
17407377,-0.0005174071,0.006787206,0.0002662233,5052,0,-0.30212346,0.29876918,-9.797633,5052,0,1,1
17412429,-0.000518103,0.006187537,0.0010235716,5052,0,-0.29940143,0.30538586,-9.79776,5052,0,1,1
17417481,-0.0007263726,0.0064250054,0.0014917393,5052,0,-0.2977333,0.30030847,-9.798407,5052,0,1,1
17422532,-0.0008796577,0.0057367454,0.00080848666,5051,0,-0.29833177,0.31381807,-9.805736,5051,0,1,1
17427584,-0.0002926157,0.0064560333,0.0011438094,5052,0,-0.3029997,0.31434968,-9.793426,5052,0,1,1
17432636,-3.680534e-05,0.0061363657,0.00067341764,5052,0,-0.30571,0.31855598,-9.801883,5052,0,1,1
17437688,0.000275596,0.0067638247,0.00082659954,5052,0,-0.3033774,0.3217098,-9.794937,5052,0,1,1
17442740,-1.1736583e-05,0.0063636997,0.00075644004,5052,0,-0.30040103,0.31340817,-9.8011675,5052,0,1,1
17447792,0.00011849873,0.0054266425,0.0007149852,5052,0,-0.30890945,0.31394392,-9.804288,5052,0,1,1
17452844,0.000823455,0.006713081,0.00034423126,5052,0,-0.3071983,0.2990767,-9.801427,5052,0,1,1
17457896,0.0010800018,0.0061828494,-0.000193822,5052,0,-0.30738515,0.29303163,-9.794706,5052,0,1,1
17462950,-3.7707097e-05,0.0064692795,0.00040059417,5054,0,-0.3002987,0.2832155,-9.8170595,5054,0,1,1
17468000,0.0013349487,0.0067873136,0.00055735616,5050,0,-0.30383143,0.27591437,-9.805172,5050,0,1,1
17473056,0.00039153823,0.006458909,-0.0001105497,5056,0,-0.31065625,0.27478382,-9.800347,5056,0,1,1
17478104,0.0004374294,0.006803163,0.0009177297,5048,0,-0.30674335,0.26056245,-9.803667,5048,0,1,1
17483156,0.0011055622,0.006191704,0.00053146365,5052,0,-0.31550595,0.26527599,-9.807699,5052,0,1,1
17488208,0.0010478512,0.006488042,0.00091803086,5052,0,-0.31246543,0.27055177,-9.801386,5052,0,1,1
17493260,0.0010576621,0.006402674,0.0005640941,5052,0,-0.31237087,0.27136615,-9.803439,5052,0,1,1
17498312,0.00078705227,0.0051420406,0.0003636046,5052,0,-0.31033376,0.28771904,-9.805719,5052,0,1,1
17503364,0.00024571203,0.0061824885,0.0009699622,5052,0,-0.31354687,0.2843172,-9.7943945,5052,0,1,1
17508415,0.00023166995,0.0064138193,0.0003679439,5051,0,-0.29646027,0.29060343,-9.7946415,5051,0,1,1
17513467,-0.00033497234,0.0054127183,0.0010851133,5052,0,-0.309864,0.2969756,-9.794277,5052,0,1,1
17518519,0.0005600174,0.006766861,0.0014061809,5052,0,-0.31423768,0.27929598,-9.789716,5052,0,1,1
17523571,-0.00024901045,0.0057830294,0.0011005872,5052,0,-0.31271717,0.29458266,-9.792639,5052,0,1,1
17528623,0.0006289153,0.0060716085,0.0017270579,5052,0,-0.31941357,0.2783289,-9.799308,5052,0,1,1
17533675,0.00047004726,0.006399132,0.0018105812,5052,0,-0.31118938,0.29770643,-9.794964,5052,0,1,1
17538727,0.00057082,0.0056143715,0.0015398017,5052,0,-0.30615258,0.295059,-9.794266,5052,0,1,1
17543779,0.0007221903,0.006224837,0.0011123347,5052,0,-0.30539355,0.30131772,-9.803118,5052,0,1,1
17548831,0.0005953379,0.0059905793,0.0008914886,5052,0,-0.30177233,0.31917745,-9.800718,5052,0,1,1
17553883,0.0008244806,0.0061880327,0.0013094347,5052,0,-0.30281785,0.30699623,-9.795683,5052,0,1,1
17558935,0.0009479185,0.006148697,0.0014604788,5052,0,-0.29657963,0.31216776,-9.797076,5052,0,1,1
17563987,0.0009548892,0.005816466,0.0010788975,5052,0,-0.29155126,0.31209356,-9.794623,5052,0,1,1
17569039,0.0018248255,0.006126566,0.00057978445,5052,0,-0.28930125,0.3189791,-9.801505,5052,0,1,1
17574093,0.0018907351,0.0058710175,0.0002454638,5054,0,-0.29849938,0.31528825,-9.809449,5054,0,1,1
17579143,0.0022646745,0.005575727,0.0007337561,5050,0,-0.28902152,0.29408607,-9.810569,5050,0,1,1
17584195,0.0028617783,0.0069633443,0.0003902536,5052,0,-0.2917069,0.3125941,-9.797546,5052,0,1,1
17589247,0.0019328602,0.0056769936,-4.8995247e-05,5052,0,-0.29363042,0.29376554,-9.795793,5052,0,1,1
17594298,0.0024424603,0.0066470723,0.00090034516,5051,0,-0.28561866,0.29922038,-9.784388,5051,0,1,1
17599350,0.0032580465,0.0062741134,0.00017666779,5052,0,-0.29028687,0.29133585,-9.798898,5052,0,1,1
17604402,0.002711471,0.0065695876,0.0013737932,5052,0,-0.2811254,0.2861459,-9.7864685,5052,0,1,1
17609454,0.0028795667,0.006801382,0.0009727465,5052,0,-0.27845687,0.29458347,-9.798356,5052,0,1,1
17614506,0.0024587074,0.0065337215,0.00040778922,5052,0,-0.29226655,0.28255638,-9.799564,5052,0,1,1
17619558,0.0021853556,0.0069106626,3.2824533e-05,5052,0,-0.29093814,0.27903295,-9.805632,5052,0,1,1
17624610,0.0025340552,0.0066301,0.0003534192,5052,0,-0.2844012,0.26972184,-9.802195,5052,0,1,1
17629662,0.0022108706,0.0058781314,0.0002116905,5052,0,-0.2884815,0.26801762,-9.800557,5052,0,1,1
17634714,0.0022494493,0.00716279,0.0013191333,5052,0,-0.28002876,0.27760598,-9.799535,5052,0,1,1
17639766,0.0029093255,0.006881904,-0.00028140747,5052,0,-0.2791605,0.27360758,-9.801951,5052,0,1,1
17644818,0.0021313368,0.005916759,0.0008555065,5052,0,-0.276776,0.28197616,-9.79788,5052,0,1,1
17649870,0.002840663,0.007827044,0.00043406873,5052,0,-0.28928685,0.2943711,-9.797897,5052,0,1,1
17654922,0.0016695707,0.006651016,7.539296e-05,5052,0,-0.28594378,0.2956704,-9.798635,5052,0,1,1
17659977,0.0028660786,0.0066118017,0.00066440494,5055,0,-0.27870786,0.30500004,-9.794605,5055,0,1,1
17665026,0.0029557955,0.005874088,0.00038498352,5049,0,-0.27609485,0.30632553,-9.788633,5049,0,1,1
17670078,0.003242724,0.00618507,7.622571e-05,5052,0,-0.2840462,0.3121134,-9.797439,5052,0,1,1
17675129,0.00368914,0.006307521,0.00035765464,5051,0,-0.28414375,0.31780934,-9.786203,5051,0,1,1
17680181,0.0030500782,0.006131693,-9.0226185e-06,5052,0,-0.28127682,0.3199195,-9.77686,5052,0,1,1
17685233,0.0029983583,0.0066151344,0.0008655088,5052,0,-0.2858993,0.32428908,-9.785258,5052,0,1,1
17690286,0.002972442,0.0065158866,0.00011443992,5053,0,-0.2776927,0.2997261,-9.794594,5053,0,1,1
17695337,0.0027456284,0.0062931348,-0.00018564591,5051,0,-0.28117916,0.29860297,-9.805406,5051,0,1,1
17700389,0.0035736498,0.0072210953,0.0003111019,5052,0,-0.2815914,0.28635934,-9.795169,5052,0,1,1
17705441,0.0032046607,0.006678799,-0.00010204705,5052,0,-0.2852217,0.2781807,-9.803203,5052,0,1,1
17710493,0.0032940214,0.0070026433,-0.00028483252,5052,0,-0.28140932,0.28096792,-9.794967,5052,0,1,1
17715545,0.0036104412,0.00664653,-0.00035496813,5052,0,-0.28960982,0.25641742,-9.804699,5052,0,1,1
17720600,0.0037657684,0.00674589,0.00029711906,5055,0,-0.28949824,0.26626617,-9.797882,5055,0,1,1
17725649,0.0039425283,0.006989278,0.00022433426,5049,0,-0.28694355,0.27643266,-9.802406,5049,0,1,1
17730705,0.0039235326,0.0055818018,0.00036026546,5056,0,-0.2862094,0.26914644,-9.788175,5056,0,1,1
17735753,0.0034939835,0.00638021,0.00031543308,5048,0,-0.30162683,0.28258544,-9.803516,5048,0,1,1
17740805,0.0033177603,0.0069787693,0.0003599449,5052,0,-0.2959667,0.2760358,-9.793468,5052,0,1,1
17745857,0.0029846693,0.006355554,-4.5916076e-05,5052,0,-0.29609862,0.2774601,-9.79446,5052,0,1,1
17750910,0.0035730316,0.007625268,0.0005331977,5053,0,-0.301205,0.28638068,-9.791098,5053,0,1,1
17755961,0.0035245423,0.0065606944,0.0010620991,5051,0,-0.29545712,0.28432003,-9.803181,5051,0,1,1
17761012,0.0028393378,0.006534841,0.00060035643,5051,0,-0.29317138,0.2860303,-9.795005,5051,0,1,1
17766064,0.0033881536,0.0065528597,0.0008029894,5052,0,-0.29665908,0.28792095,-9.79867,5052,0,1,1
17771116,0.0032276483,0.0067851823,0.0002793206,5052,0,-0.3007549,0.3014609,-9.795927,5052,0,1,1
17776168,0.0038441545,0.006545302,0.0007064719,5052,0,-0.30241093,0.30108142,-9.784478,5052,0,1,1
17781220,0.0038185483,0.006228532,0.0007236878,5052,0,-0.3018991,0.29420733,-9.803733,5052,0,1,1
17786272,0.0038028073,0.006287913,0.00066245964,5052,0,-0.30268323,0.310374,-9.792033,5052,0,1,1
17791324,0.0044274502,0.007218662,0.00053295365,5052,0,-0.28687552,0.28541157,-9.777012,5052,0,1,1
17796376,0.003454386,0.00581427,0.00022861495,5052,0,-0.29439706,0.30001268,-9.785073,5052,0,1,1
17801428,0.003843036,0.0065678363,0.0007510248,5052,0,-0.28686535,0.30447477,-9.800563,5052,0,1,1
17806480,0.0050493707,0.005912344,-0.00015737717,5052,0,-0.29031986,0.30665246,-9.79671,5052,0,1,1
17811532,0.0045768605,0.006686841,8.6138294e-05,5052,0,-0.29321498,0.30733758,-9.786305,5052,0,1,1
17816584,0.0042485357,0.0064146314,0.00027193179,5052,0,-0.2789405,0.28564033,-9.781594,5052,0,1,1
17821636,0.0045672953,0.0062827743,0.00018906593,5052,0,-0.2775808,0.29040313,-9.7902975,5052,0,1,1
17826688,0.0049131517,0.0066928496,-0.00040012828,5052,0,-0.27286994,0.27939236,-9.799081,5052,0,1,1
17831740,0.004993873,0.0062825414,-0.00013350415,5052,0,-0.28509355,0.28604832,-9.792767,5052,0,1,1
17836792,0.0042177076,0.0060348953,0.00027060843,5052,0,-0.27998105,0.28115165,-9.8054,5052,0,1,1
17841843,0.0045460537,0.0067759682,0.0011741455,5051,0,-0.27274355,0.27458274,-9.81321,5051,0,1,1
17846895,0.004756719,0.0062868083,0.00028842356,5052,0,-0.27583703,0.2705389,-9.799412,5052,0,1,1
17851947,0.0049344916,0.0060480786,0.00093084853,5052,0,-0.28083208,0.27129292,-9.806461,5052,0,1,1
17856999,0.004768542,0.0062098554,0.0012514062,5052,0,-0.2763616,0.26656,-9.808006,5052,0,1,1
17862051,0.0038856782,0.0054911477,0.00022261457,5052,0,-0.28647715,0.27167034,-9.800637,5052,0,1,1
17867103,0.0047047143,0.0063728825,0.00046132074,5052,0,-0.28697887,0.26210433,-9.809811,5052,0,1,1
17872155,0.004621926,0.005152426,0.0009080569,5052,0,-0.28537863,0.28031257,-9.808672,5052,0,1,1
17877207,0.0036083309,0.006096057,0.00096546905,5052,0,-0.2839059,0.27213946,-9.798416,5052,0,1,1
17882259,0.0032538134,0.0063234093,0.0007814355,5052,0,-0.2882207,0.27243748,-9.791502,5052,0,1,1
17887311,0.0037368592,0.006032165,0.00024231242,5052,0,-0.28346574,0.2729808,-9.791821,5052,0,1,1
17892363,0.0036439688,0.0067883753,0.00095142634,5052,0,-0.27769715,0.28064036,-9.790021,5052,0,1,1
17897415,0.0037495291,0.006359111,0.0012065804,5052,0,-0.2807637,0.28858525,-9.800888,5052,0,1,1
17902467,0.0034547322,0.0053318203,5.3518783e-05,5052,0,-0.28721496,0.2820457,-9.794909,5052,0,1,1
17907519,0.0038954134,0.0067818793,0.00060840364,5052,0,-0.27873993,0.28697184,-9.799386,5052,0,1,1
17912571,0.0037842751,0.0055461596,-0.00043981403,5052,0,-0.2826739,0.2908604,-9.790707,5052,0,1,1
17917622,0.0044949935,0.0066655413,0.00053808873,5051,0,-0.28520814,0.2919005,-9.802122,5051,0,1,1
17922674,0.0034497138,0.0062695667,0.0005265497,5052,0,-0.28199968,0.2891071,-9.801613,5052,0,1,1
17927726,0.0037361977,0.005866645,0.0010738631,5052,0,-0.2844131,0.27863336,-9.798326,5052,0,1,1
17932778,0.0038020515,0.005697391,0.00019493476,5052,0,-0.27947772,0.28351137,-9.79842,5052,0,1,1
17937830,0.0034543944,0.005943495,-0.00010975844,5052,0,-0.28406003,0.2813427,-9.789033,5052,0,1,1
17942882,0.0040408177,0.0065367883,0.00024248696,5052,0,-0.29130217,0.27794006,-9.796275,5052,0,1,1
17947934,0.0037868763,0.0063511557,0.00038225745,5052,0,-0.27988726,0.28549367,-9.795325,5052,0,1,1
17952986,0.0030397167,0.005519168,0.000910633,5052,0,-0.278811,0.2664115,-9.797861,5052,0,1,1
17958038,0.0033579315,0.0061479956,0.0007154249,5052,0,-0.29193035,0.26763925,-9.801122,5052,0,1,1
17963090,0.0034751638,0.0058409367,-0.00014514534,5052,0,-0.29315257,0.2646117,-9.795653,5052,0,1,1
17968142,0.0032985706,0.005924834,0.0002891108,5052,0,-0.29499254,0.2632794,-9.80676,5052,0,1,1
17973194,0.0025898009,0.00611058,0.00048516085,5052,0,-0.30420277,0.2651593,-9.801223,5052,0,1,1
17978246,0.0022378906,0.005675319,0.00037768914,5052,0,-0.30421892,0.26100883,-9.800097,5052,0,1,1
17983298,0.0031726812,0.0067207846,0.0012950011,5052,0,-0.29565424,0.26686683,-9.799711,5052,0,1,1
17988350,0.0025269291,0.005696017,-9.107602e-05,5052,0,-0.29913616,0.26024252,-9.8127165,5052,0,1,1
17993402,0.0024367096,0.0058779097,0.000835244,5052,0,-0.29780367,0.26322067,-9.801695,5052,0,1,1
17998454,0.0024613133,0.0058215554,0.001008022,5052,0,-0.3078946,0.28250203,-9.806949,5052,0,1,1
18003506,0.0019111198,0.0044269436,0.00075779576,5052,0,-0.2995016,0.27059892,-9.805915,5052,0,1,1
18008557,0.0025483544,0.0060261018,0.00084067794,5051,0,-0.2925982,0.27164748,-9.804364,5051,0,1,1
18013609,0.001484218,0.0064149117,0.00071482523,5052,0,-0.29558226,0.26517323,-9.798725,5052,0,1,1
18018661,0.0020733266,0.005757553,0.00067516643,5052,0,-0.30272675,0.27104196,-9.800449,5052,0,1,1
18023713,0.002892907,0.005954906,0.0006194474,5052,0,-0.28859165,0.2789161,-9.79734,5052,0,1,1
18028765,0.0017434797,0.005526934,0.0005335627,5052,0,-0.2911062,0.2863797,-9.804692,5052,0,1,1
18033817,0.0018212977,0.0062067546,0.0010384981,5052,0,-0.2875079,0.2893961,-9.799265,5052,0,1,1
18038869,0.0025333443,0.0050095157,0.0012451743,5052,0,-0.3008876,0.28888625,-9.787167,5052,0,1,1
18043921,0.0027453676,0.0042790854,0.0011505603,5052,0,-0.28730103,0.28815964,-9.797045,5052,0,1,1
18048973,0.0022687989,0.0059640664,0.0013352268,5052,0,-0.2859183,0.289378,-9.79656,5052,0,1,1
18054025,0.0019546913,0.0048995903,0.0007797594,5052,0,-0.28821203,0.27950206,-9.793234,5052,0,1,1
18059077,0.0021747185,0.0058777533,0.00065855257,5052,0,-0.27445367,0.28392944,-9.791557,5052,0,1,1
18064129,0.0020607815,0.0053163823,0.0003318868,5052,0,-0.28817967,0.28795633,-9.790601,5052,0,1,1
18069181,0.0019384988,0.0051508574,0.00027466347,5052,0,-0.29426423,0.2837536,-9.786439,5052,0,1,1
18074233,0.002255781,0.006101715,0.00061403407,5052,0,-0.2997229,0.29237118,-9.794691,5052,0,1,1
18079285,0.0027508333,0.005776714,0.0007138312,5052,0,-0.2909606,0.26900622,-9.790393,5052,0,1,1
18084336,0.0019790924,0.005042534,0.00046210486,5051,0,-0.28801715,0.26729,-9.801774,5051,0,1,1
18089388,0.002317689,0.0058260993,0.0007050277,5052,0,-0.28869215,0.2641319,-9.7957735,5052,0,1,1
18094440,0.0012076776,0.004407905,9.895497e-05,5052,0,-0.29058486,0.26904768,-9.80123,5052,0,1,1
18099492,0.0017405541,0.00523714,-0.0007899819,5052,0,-0.30233043,0.2674658,-9.804737,5052,0,1,1
