timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
35245755,0.0006489397,0.01076758,0.0067495266,5052,0,-0.110002466,0.28498268,-9.763354,5052,0,1,1
35250807,0.001780054,0.01063063,0.00703972,5052,0,-0.097395025,0.27862218,-9.784725,5052,0,1,1
35255859,-0.0005844914,0.0103594065,0.0071472623,5052,0,-0.116429396,0.22029264,-9.796837,5052,0,1,1
35260911,-0.0015354166,0.011274037,0.0072900113,5052,0,-0.12787357,0.24650428,-9.697779,5052,0,1,1
35265962,-0.0008524354,0.010594721,0.00688567,5051,0,-0.12989996,0.18351305,-9.823893,5051,0,1,1
35271014,-0.00026589862,0.010759878,0.007999953,5052,0,-0.12559947,0.16673957,-9.866039,5052,0,1,1
35276066,-0.0006106018,0.0114671355,0.00827653,5052,0,-0.12595996,0.2090195,-9.790572,5052,0,1,1
35281118,-0.0006073919,0.011689841,0.009012527,5052,0,-0.14081296,0.16630842,-9.922855,5052,0,1,1
35286170,0.00070744206,0.010985436,0.009412057,5052,0,-0.1141511,0.21078154,-9.798977,5052,0,1,1
35291222,-0.0003801309,0.010148557,0.009277388,5052,0,-0.118727244,0.21614458,-9.884051,5052,0,1,1
35296274,-0.0011693407,0.011116801,0.0096364785,5052,0,-0.08932495,0.23876415,-9.846566,5052,0,1,1
35301326,-0.0012197943,0.010940863,0.010546008,5052,0,-0.08760519,0.27345607,-9.83813,5052,0,1,1
35306378,-0.0024957354,0.00985473,0.010804869,5052,0,-0.063155845,0.26890028,-9.826209,5052,0,1,1
35311430,-0.0031650423,0.010536112,0.011230724,5052,0,-0.047592074,0.29140645,-9.709168,5052,0,1,1
35316482,-0.003905753,0.010930499,0.011402527,5052,0,-0.021264162,0.24813575,-9.900159,5052,0,1,1
35321534,-0.00423129,0.011439636,0.011815287,5052,0,0.018411612,0.30012393,-9.703599,5052,0,1,1
35326586,-0.0040119532,0.011951997,0.0121806115,5052,0,0.032055162,0.28881776,-9.794157,5052,0,1,1
35331638,-0.0039765323,0.010822663,0.011945367,5052,0,0.04870771,0.2810155,-9.754208,5052,0,1,1
35336689,-0.003789028,0.012645465,0.0131837195,5051,0,0.05793625,0.2829853,-9.755693,5051,0,1,1
35341741,-0.002910975,0.012480809,0.012593703,5052,0,0.09867687,0.2882471,-9.762629,5052,0,1,1
35346793,-0.002877914,0.012918764,0.012505243,5052,0,0.13506207,0.30988264,-9.739013,5052,0,1,1
35351845,-0.0028618171,0.013313811,0.013952076,5052,0,0.1631794,0.28919572,-9.8647,5052,0,1,1
35356897,-0.0031906392,0.013746512,0.013080053,5052,0,0.19354257,0.33036757,-9.731887,5052,0,1,1
35361949,-0.0026261415,0.014075835,0.013477886,5052,0,0.2312966,0.27994344,-9.8941965,5052,0,1,1
35367001,-0.001975922,0.014713041,0.013464488,5052,0,0.27771074,0.30236527,-9.79481,5052,0,1,1
35372053,-0.0020516398,0.014994461,0.013469552,5052,0,0.31615853,0.29029292,-9.781156,5052,0,1,1
35377105,-0.0019911774,0.016188677,0.013849686,5052,0,0.363112,0.31420252,-9.730482,5052,0,1,1
35382157,-0.0021406591,0.016204873,0.014019222,5052,0,0.39317214,0.3179539,-9.74668,5052,0,1,1
35387209,-0.0015443612,0.017374182,0.014294048,5052,0,0.43564424,0.26027787,-9.727026,5052,0,1,1
35392261,-0.0008400088,0.018026253,0.014145329,5052,0,0.4556092,0.26538774,-9.70982,5052,0,1,1
35397313,-0.0021077585,0.018792478,0.014867377,5052,0,0.45080012,0.23636843,-9.76999,5052,0,1,1
35402365,-0.0018280952,0.01960479,0.015602051,5052,0,0.44231245,0.30925432,-9.72753,5052,0,1,1
35407417,-0.0036566018,0.018831031,0.014915302,5052,0,0.44333696,0.29415026,-9.829596,5052,0,1,1
35412469,-0.006081015,0.020167222,0.015261076,5052,0,0.4331534,0.26290375,-9.673934,5052,0,1,1
35417520,-0.007180525,0.019667847,0.015777988,5051,0,0.3531365,0.3015799,-9.812143,5051,0,1,1
35422572,-0.008890698,0.019392513,0.015400172,5052,0,0.25725558,0.24120173,-9.783692,5052,0,1,1
35427624,-0.008148888,0.019143725,0.016606018,5052,0,0.19236933,0.18846142,-9.8372,5052,0,1,1
35432676,-0.007700159,0.018524993,0.015510999,5052,0,0.0798833,0.23402724,-9.7990055,5052,0,1,1
35437728,-0.006893781,0.01707227,0.016414138,5052,0,0.00028289715,0.24688593,-9.773583,5052,0,1,1
35442780,-0.006792557,0.015969697,0.015841236,5052,0,-0.07676401,0.32778454,-9.801024,5052,0,1,1
35447832,-0.00623774,0.016373971,0.015247705,5052,0,-0.16673733,0.3425548,-9.681929,5052,0,1,1
35452884,-0.00672037,0.015383582,0.015073746,5052,0,-0.21981035,0.344595,-9.762992,5052,0,1,1
35457936,-0.0069263587,0.015403101,0.014914205,5052,0,-0.2824075,0.38337502,-9.649552,5052,0,1,1
35462989,-0.0076632258,0.01390526,0.014515252,5053,0,-0.35547936,0.35147953,-9.709066,5053,0,1,1
35468040,-0.008344035,0.014745718,0.014147129,5051,0,-0.3798677,0.407452,-9.757459,5051,0,1,1
35473092,-0.009267812,0.013348758,0.012866871,5052,0,-0.43351352,0.40535304,-9.814114,5052,0,1,1
35478145,-0.01024572,0.013777048,0.013278833,5053,0,-0.45035613,0.36800522,-9.850355,5053,0,1,1
35483196,-0.009452276,0.013181886,0.013345245,5051,0,-0.44996667,0.2950115,-9.908896,5051,0,1,1
35488248,-0.009530807,0.011203816,0.013440477,5052,0,-0.44242758,0.21323706,-10.024197,5052,0,1,1
35493299,-0.0075601432,0.012725027,0.014290816,5051,0,-0.42128387,0.22197978,-9.922772,5051,0,1,1
35498351,-0.0067372927,0.010835848,0.013356258,5052,0,-0.40652847,0.17732248,-10.034915,5052,0,1,1
35503403,-0.0063708094,0.010371488,0.014039855,5052,0,-0.37197864,0.1988543,-10.029152,5052,0,1,1
35508455,-0.0062770005,0.010683304,0.01449147,5052,0,-0.33840004,0.22475109,-10.075686,5052,0,1,1
35513507,-0.005982361,0.010031583,0.01474954,5052,0,-0.3075588,0.24169056,-9.889303,5052,0,1,1
35518559,-0.007173982,0.010357075,0.015432895,5052,0,-0.27344644,0.264468,-9.972808,5052,0,1,1
35523611,-0.008968759,0.009377292,0.015146134,5052,0,-0.23920496,0.2635493,-9.909273,5052,0,1,1
35528663,-0.010178288,0.009426715,0.016608573,5052,0,-0.20649303,0.27672046,-9.843559,5052,0,1,1
35533715,-0.009994315,0.009439286,0.016129294,5052,0,-0.18771815,0.27120358,-9.83308,5052,0,1,1
35538767,-0.010630256,0.007954895,0.016626475,5052,0,-0.15769109,0.2622968,-9.793465,5052,0,1,1
35543819,-0.010499581,0.007333728,0.017231906,5052,0,-0.1510778,0.23604283,-9.798439,5052,0,1,1
35548871,-0.008378284,0.0071918913,0.017456554,5052,0,-0.13416675,0.22536188,-9.7666855,5052,0,1,1
35553923,-0.007002965,0.005806963,0.017152878,5052,0,-0.10790872,0.2095155,-9.795156,5052,0,1,1
35558975,-0.0051940214,0.005757842,0.018593185,5052,0,-0.09894061,0.24477033,-9.820416,5052,0,1,1
35564026,-0.0051661604,0.0036246865,0.018888418,5051,0,-0.08880276,0.24026927,-9.867391,5051,0,1,1
35569078,-0.0056193764,0.003228543,0.019354189,5052,0,-0.08931201,0.25957665,-9.828446,5052,0,1,1
35574130,-0.005332799,0.0009866192,0.01915953,5052,0,-0.084584005,0.2891193,-9.906532,5052,0,1,1
35579182,-0.0075866175,0.00025195398,0.019807233,5052,0,-0.045594774,0.32032686,-9.870718,5052,0,1,1
35584234,-0.007571812,0.00014208276,0.020606346,5052,0,-0.029511457,0.3105889,-9.877133,5052,0,1,1
35589286,-0.008030093,-0.0013565813,0.019974196,5052,0,-0.013418843,0.3377652,-9.797466,5052,0,1,1
35594338,-0.0075180316,-0.00041875776,0.020578297,5052,0,0.037551273,0.3044907,-9.790177,5052,0,1,1
35599390,-0.008282496,-0.00031792972,0.02044288,5052,0,0.06553513,0.37226376,-9.697575,5052,0,1,1
35604442,-0.008613408,-0.00050386746,0.0205536,5052,0,0.108588696,0.3965663,-9.718331,5052,0,1,1
35609494,-0.0071471557,0.0005534289,0.021077303,5052,0,0.15498506,0.3597284,-9.722783,5052,0,1,1
35614546,-0.005836476,0.00046170055,0.020595679,5052,0,0.22110453,0.38737175,-9.7906685,5052,0,1,1
35619598,-0.0049061286,0.0019453184,0.02108351,5052,0,0.28354862,0.3965322,-9.789807,5052,0,1,1
35624650,-0.0046229945,0.0026127645,0.02054044,5052,0,0.35207343,0.36126387,-9.9055605,5052,0,1,1
35629702,-0.0039907387,0.0018512574,0.02069165,5052,0,0.44182906,0.4105014,-9.908307,5052,0,1,1
35634753,-0.0046618613,0.0026671009,0.020764248,5051,0,0.54584503,0.4112809,-9.865539,5051,0,1,1
35639805,-0.0045436765,0.001385148,0.02007831,5052,0,0.6249256,0.4033768,-9.896993,5052,0,1,1
35644857,-0.0065721064,0.0017851242,0.019892622,5052,0,0.67081565,0.3849405,-9.81617,5052,0,1,1
35649909,-0.006659303,0.0018759978,0.020454997,5052,0,0.70201164,0.352106,-9.7300825,5052,0,1,1
35654961,-0.0075830673,0.0023040767,0.019757606,5052,0,0.6874167,0.3315087,-9.641449,5052,0,1,1
35660013,-0.0066023236,0.0027407305,0.019873202,5052,0,0.6634539,0.3236749,-9.616181,5052,0,1,1
35665065,-0.007303117,0.0018780298,0.019497624,5052,0,0.5100243,0.31169495,-9.590139,5052,0,1,1
35670117,-0.0071466104,0.0020643678,0.019697212,5052,0,0.40436167,0.32560953,-9.683642,5052,0,1,1
35675169,-0.008080543,0.0023266787,0.020748587,5052,0,0.3003604,0.32604766,-9.717379,5052,0,1,1
35680221,-0.008875227,0.00032589433,0.019644458,5052,0,0.14315231,0.3361141,-9.782144,5052,0,1,1
35685273,-0.011061604,-5.9403854e-05,0.019748619,5052,0,-0.019378008,0.32912028,-9.836728,5052,0,1,1
35690325,-0.011281289,-0.00129581,0.019354703,5052,0,-0.17954406,0.3452597,-9.935206,5052,0,1,1
35695377,-0.011869162,-0.0020725885,0.01854531,5052,0,-0.33950347,0.3184759,-9.904709,5052,0,1,1
35700429,-0.008783588,-0.0028782526,0.019376067,5052,0,-0.43542686,0.30672392,-9.875332,5052,0,1,1
35705481,-0.007667753,-0.0035901698,0.018692663,5052,0,-0.5029521,0.33386555,-9.9487705,5052,0,1,1
35710534,-0.006545596,-0.0040200893,0.01892445,5053,0,-0.5473081,0.37217328,-9.951354,5053,0,1,1
35715584,-0.0053750095,-0.0030358825,0.01863848,5050,0,-0.5413293,0.3849113,-9.920099,5050,0,1,1
35720636,-0.0058284695,-0.002579151,0.01863902,5052,0,-0.57409674,0.41565537,-9.941963,5052,0,1,1
35725688,-0.005847655,-0.0018044998,0.018192932,5052,0,-0.52734846,0.43436036,-9.92712,5052,0,1,1
35730740,-0.005556879,-0.00090830144,0.01705162,5052,0,-0.5148711,0.44624108,-10.010283,5052,0,1,1
35735792,-0.0047750575,-0.0005556043,0.018057706,5052,0,-0.45728353,0.4099872,-10.112447,5052,0,1,1
35740844,-0.004216139,3.147053e-05,0.017865473,5052,0,-0.4185095,0.36852375,-10.120989,5052,0,1,1
35745896,-0.0037461927,-0.0019128241,0.01788704,5052,0,-0.36043385,0.3016264,-10.0029955,5052,0,1,1
35750948,-0.004119399,-0.0021334614,0.018690629,5052,0,-0.2908847,0.26920202,-10.008492,5052,0,1,1
35756000,-0.003702083,-0.0028290018,0.018834809,5052,0,-0.2812312,0.2221974,-9.892606,5052,0,1,1
35761052,-0.0031579323,-0.0035431576,0.019135362,5052,0,-0.23476645,0.21677254,-9.862229,5052,0,1,1
35766104,-0.0029957162,-0.0030789077,0.019867836,5052,0,-0.22166203,0.20223056,-9.7456045,5052,0,1,1
35771156,-0.0033162835,-0.0058542686,0.020413326,5052,0,-0.23241122,0.16273178,-9.607003,5052,0,1,1
35776208,-0.0024374388,-0.006572814,0.021997327,5052,0,-0.1946271,0.17159343,-9.588901,5052,0,1,1
35781260,-0.0040874276,-0.006889964,0.022244368,5052,0,-0.16424266,0.19511491,-9.556741,5052,0,1,1
35786311,-0.005511427,-0.009354218,0.022866443,5051,0,-0.11604218,0.2863771,-9.621679,5051,0,1,1
35791363,-0.007891206,-0.009495572,0.023690151,5052,0,-0.074413195,0.25536147,-9.655863,5052,0,1,1
35796415,-0.007933817,-0.011285871,0.023203501,5052,0,-0.016088616,0.26799834,-9.629744,5052,0,1,1
35801467,-0.009018133,-0.011777272,0.02435169,5052,0,0.042887688,0.27516794,-9.7382555,5052,0,1,1
35806519,-0.008463068,-0.013571818,0.024523111,5052,0,0.12799688,0.29907638,-9.648956,5052,0,1,1
35811571,-0.0077626114,-0.014935735,0.024736142,5052,0,0.2550015,0.37948126,-9.830769,5052,0,1,1
35816623,-0.0071334196,-0.013591463,0.025384292,5052,0,0.36496022,0.4109082,-9.789596,5052,0,1,1
35821675,-0.005542469,-0.014635619,0.025211418,5052,0,0.5525395,0.4825145,-9.900972,5052,0,1,1
35826727,-0.005248568,-0.013893304,0.025003517,5052,0,0.6942759,0.49898112,-9.877487,5052,0,1,1
35831779,-0.0031796936,-0.013451626,0.02543484,5052,0,0.8027834,0.4937506,-9.891125,5052,0,1,1
35836831,-0.0036842623,-0.014281926,0.02496663,5052,0,0.59221536,0.5355018,-9.901873,5052,0,1,1
35841883,-0.0024028833,-0.013103986,0.024744302,5052,0,0.6046637,0.5085817,-9.743608,5052,0,1,1
35846935,0.0012870784,-0.013139057,0.023524009,5052,0,0.50321704,0.5053987,-9.852069,5052,0,1,1
35851987,0.0018223991,-0.012334986,0.023919752,5052,0,0.34448385,0.44679618,-9.804576,5052,0,1,1
35857039,0.0051093204,-0.01371628,0.023717599,5052,0,0.3484947,0.4378988,-9.658282,5052,0,1,1
35862090,0.0054804995,-0.013258413,0.023010677,5051,0,0.24954447,0.48690614,-9.688004,5051,0,1,1
35867142,0.00594943,-0.01263761,0.023367342,5052,0,0.23320238,0.4248968,-9.595133,5052,0,1,1
35872194,0.0050178017,-0.011671031,0.023024917,5052,0,0.19438377,0.4560015,-9.709868,5052,0,1,1
35877246,0.003383116,-0.012068545,0.02291249,5052,0,0.16610724,0.41229892,-9.633535,5052,0,1,1
35882298,0.0025101732,-0.010255469,0.022827761,5052,0,0.20679824,0.29771364,-9.693142,5052,0,1,1
35887350,0.0027325184,-0.009483166,0.02305437,5052,0,0.18045937,0.3097228,-9.676249,5052,0,1,1
35892402,0.0027449986,-0.00838112,0.023505107,5052,0,0.22475201,0.22818255,-9.771491,5052,0,1,1
35897454,0.002743157,-0.005674503,0.023083964,5052,0,0.29879636,0.27382475,-9.817965,5052,0,1,1
35902506,0.0036202327,-0.005175026,0.024454609,5052,0,0.38504887,0.3285839,-10.018287,5052,0,1,1
35907558,0.0016769636,-0.0018963995,0.02496192,5052,0,0.48833594,0.2751206,-9.976883,5052,0,1,1
35912610,0.00017193268,-0.0022292687,0.024399005,5052,0,0.483197,0.31687942,-9.956656,5052,0,1,1
35917662,-0.0015084143,-0.0016340287,0.024480108,5052,0,0.514562,0.33688062,-9.942141,5052,0,1,1
35922714,-0.0037247974,-0.0004213471,0.024785247,5052,0,0.5061804,0.28214526,-10.010506,5052,0,1,1
35927766,-0.00550899,0.000115897405,0.025700321,5052,0,0.46414268,0.32913923,-9.82168,5052,0,1,1
35932818,-0.005545979,0.0016821349,0.026207285,5052,0,0.5253899,0.28634414,-9.892269,5052,0,1,1
35937869,-0.0062170527,0.002148849,0.025561621,5051,0,0.55975276,0.24448155,-9.888711,5051,0,1,1
35942924,-0.008132749,0.0022118343,0.026373709,5055,0,0.62336856,0.22614233,-9.694225,5055,0,1,1
35947973,-0.008182123,0.0019661353,0.027297378,5049,0,0.70327735,0.27647588,-9.776286,5049,0,1,1
35953025,-0.0123082,0.0015998512,0.027349163,5052,0,0.79617983,0.28660172,-9.722035,5052,0,1,1
35958077,-0.013754834,0.002132482,0.027813572,5052,0,0.98043656,0.3933524,-9.733492,5052,0,1,1
35963129,-0.013264387,0.0009728533,0.02763341,5052,0,1.0305977,0.3607085,-9.807679,5052,0,1,1
35968181,-0.01399443,0.0027674315,0.028647278,5052,0,0.73915195,0.29197872,-9.793683,5052,0,1,1
35973233,-0.010286068,0.0025985036,0.028925259,5052,0,0.87509155,0.28014073,-9.411053,5052,0,1,1
35978285,-0.007559519,0.0017909092,0.02859436,5052,0,0.5332407,0.23157135,-9.474474,5052,0,1,1
35983337,-0.0052835667,0.0023289132,0.0292747,5052,0,0.42997086,0.25034216,-9.242642,5052,0,1,1
35988389,-0.0033639024,0.0026742497,0.029219745,5052,0,0.2941654,0.3204202,-9.274874,5052,0,1,1
35993441,0.0002140179,0.004280531,0.029048402,5052,0,0.07444171,0.32123742,-9.207361,5052,0,1,1
35998493,0.00238429,0.0058828183,0.029260758,5052,0,0.07279123,0.35443798,-9.189432,5052,0,1,1
36003544,0.0012424738,0.009172105,0.028152617,5051,0,-0.05616439,0.48829988,-9.182642,5051,0,1,1
36008596,-0.0006047063,0.009995998,0.028353166,5052,0,-0.038661193,0.68034834,-9.771888,5052,0,1,1
36013648,-0.0054821246,0.011771317,0.027821295,5052,0,-0.10662855,0.65315574,-9.980989,5052,0,1,1
36018700,-0.016220972,0.01477035,0.02832839,5052,0,-0.08832324,0.7086798,-10.191602,5052,0,1,1
36023752,-0.023330301,0.014942803,0.028932592,5052,0,-0.0017440517,0.6022024,-10.521338,5052,0,1,1
36028804,-0.028348055,0.014826412,0.027612878,5052,0,-0.028247736,0.36995038,-10.666462,5052,0,1,1
36033856,-0.027635144,0.014108866,0.028295234,5052,0,-0.04317355,0.28382206,-10.419492,5052,0,1,1
36038910,-0.0198846,0.013169702,0.028857369,5054,0,0.023517167,0.2036351,-10.552103,5054,0,1,1
36043960,-0.012926556,0.012462279,0.030041464,5050,0,0.15496473,0.11981355,-10.312135,5050,0,1,1
36049012,-0.0044969646,0.012036765,0.032026585,5052,0,0.19399498,0.03355106,-10.199675,5052,0,1,1
36054064,0.0018198404,0.01144656,0.032121867,5052,0,0.44133037,0.08834532,-9.922099,5052,0,1,1
36059116,0.013200213,0.011588809,0.032182023,5052,0,0.6744849,-0.27784255,-9.619684,5052,0,1,1
36064168,0.033154186,0.010327444,0.030642962,5052,0,0.5871627,0.1612885,-9.913621,5052,0,1,1
36069220,0.04993628,0.012210963,0.030265292,5052,0,0.47617725,0.20632124,-9.782446,5052,0,1,1
36074272,0.06109369,0.009771267,0.030477567,5052,0,0.17326637,0.4970993,-9.462399,5052,0,1,1
36079324,0.04628938,0.006425991,0.030523151,5052,0,0.17382625,1.2150621,-9.905164,5052,0,1,1
36084375,0.009879583,0.0031686628,0.028956749,5051,0,0.16699652,1.393491,-9.733979,5051,0,1,1
36089427,-0.032033853,-9.8990306e-05,0.026728533,5052,0,0.064751364,1.0599468,-9.488374,5052,0,1,1
36094479,-0.057438683,-0.0038576077,0.022939585,5052,0,0.1257975,1.2670987,-9.5318985,5052,0,1,1
36099531,-0.06723005,-0.004835232,0.021735692,5052,0,0.04557462,0.11757997,-9.570592,5052,0,1,1
36104583,-0.0554274,-0.0036584183,0.021733968,5052,0,0.06724345,0.02955146,-9.379243,5052,0,1,1
36109635,-0.03136418,-0.0008444791,0.022535106,5052,0,0.01983843,-0.39837655,-9.54776,5052,0,1,1
36114687,-0.009904271,0.004994013,0.025837796,5052,0,-0.0463193,-0.78728604,-9.553691,5052,0,1,1
36119739,0.0048681432,0.0057756044,0.025915125,5052,0,-0.16392423,-0.30885416,-9.733149,5052,0,1,1
36124791,0.00968364,0.0058292616,0.02602272,5052,0,-0.14212815,-0.11112809,-10.203071,5052,0,1,1
36129843,0.00710251,0.0057436535,0.026327753,5052,0,-0.06483275,0.1758528,-10.179768,5052,0,1,1
36134895,0.00277091,0.0026280752,0.025953675,5052,0,0.0051924814,0.6249875,-10.543861,5052,0,1,1
36139947,-0.006354157,-1.02173635e-05,0.026249034,5052,0,0.2864425,0.7873345,-10.163565,5052,0,1,1
36144999,-0.0178459,-0.00086056587,0.025258213,5052,0,0.68557745,0.79848754,-10.064306,5052,0,1,1
36150051,-0.03023855,0.00037681445,0.025091529,5052,0,0.9995328,0.7036432,-10.055196,5052,0,1,1
36155102,-0.030274952,0.0017362408,0.023038886,5051,0,1.2654023,0.37732455,-9.995727,5051,0,1,1
36160154,-0.02105763,0.003471571,0.021206267,5052,0,0.7947017,0.22248343,-9.479184,5052,0,1,1
36165206,-0.0043745614,0.002177004,0.020833682,5052,0,0.9050045,0.07489471,-9.523344,5052,0,1,1
36170258,0.0022787536,0.0003864192,0.021883974,5052,0,0.58552843,0.27696544,-9.548185,5052,0,1,1
36175310,-0.003729862,0.0018193743,0.022541905,5052,0,0.54886144,0.7871076,-9.3802185,5052,0,1,1
36180362,-0.012051411,0.00051074254,0.021336673,5052,0,0.5909237,0.59190965,-9.25926,5052,0,1,1
36185414,-0.02508706,0.0015359997,0.01899115,5052,0,0.5498047,0.6453467,-9.073007,5052,0,1,1
36190466,-0.027375503,0.0036643632,0.017293546,5052,0,0.7304295,0.52177316,-9.390047,5052,0,1,1
36195518,-0.025080882,0.0070908284,0.01678112,5052,0,0.63118297,0.5128294,-9.722149,5052,0,1,1
36200574,-0.020775221,0.009533818,0.017147006,5056,0,0.5852205,0.36823857,-9.670251,5056,0,1,1
36205622,-0.010095464,0.013135355,0.017587451,5048,0,0.5148073,0.40198162,-9.912953,5048,0,1,1
36210674,-0.0020462882,0.012576497,0.015940461,5052,0,0.2315695,0.29151183,-10.003616,5052,0,1,1
36215726,0.007932567,0.0136952195,0.014577511,5052,0,0.40347475,0.60892105,-10.294651,5052,0,1,1
36220778,0.006848044,0.012531496,0.015029265,5052,0,0.48651972,0.38359,-10.524632,5052,0,1,1
36225829,-0.000115333365,0.009785058,0.013869317,5051,0,0.9046989,0.90143347,-10.158905,5051,0,1,1
36230881,-0.011175214,0.008574628,0.011715924,5052,0,1.3783095,0.5776337,-9.599889,5052,0,1,1
36235933,-0.014725053,0.008505082,0.010037501,5052,0,1.6370488,0.8117585,-9.232065,5052,0,1,1
36240985,-0.010272149,0.012385506,0.009778087,5052,0,1.6625752,0.3339989,-9.315255,5052,0,1,1
36246037,0.0024458696,0.015444949,0.008839698,5052,0,1.4047401,0.42263693,-9.076745,5052,0,1,1
36251090,0.0021633501,0.018335551,0.01031439,5053,0,1.1341453,0.30215648,-9.039691,5053,0,1,1
36256141,-0.0037104257,0.01914619,0.011231878,5051,0,0.90938306,0.38479602,-9.33017,5051,0,1,1
36261193,-0.014055207,0.018204255,0.010401172,5052,0,0.7151609,-0.10746085,-9.846288,5052,0,1,1
36266245,-0.018038942,0.017350908,0.010008563,5052,0,0.7472344,0.21640418,-10.168996,5052,0,1,1
36271297,-0.019790377,0.017821055,0.010336521,5052,0,0.34054127,-0.12146808,-10.525527,5052,0,1,1
36276349,-0.016973738,0.01460517,0.01272971,5052,0,0.47140062,-0.026173979,-10.373863,5052,0,1,1
36281401,-0.015815867,0.014788597,0.015064129,5052,0,0.21419679,-0.024881693,-10.64587,5052,0,1,1
36286453,-0.010114617,0.012529769,0.015147508,5052,0,-0.14110555,-0.1028909,-10.629293,5052,0,1,1
36291505,-0.007555436,0.011260649,0.015157006,5052,0,0.23072603,-0.07662733,-10.230779,5052,0,1,1
36296557,-0.010610853,0.010741185,0.015087084,5052,0,0.62568283,0.49875557,-9.867249,5052,0,1,1
36301608,-0.0145392455,0.008627214,0.014355923,5051,0,0.6913509,0.5056059,-9.890661,5051,0,1,1
36306660,-0.017790807,0.00788446,0.01414451,5052,0,0.4975454,0.59449595,-9.501009,5052,0,1,1
36311712,-0.016224116,0.008347682,0.013764597,5052,0,0.4802799,0.64677304,-9.25488,5052,0,1,1
36316764,-0.017369071,0.0098099075,0.011898438,5052,0,0.21600004,0.6874488,-9.072754,5052,0,1,1
36321816,-0.01700072,0.009951993,0.01032024,5052,0,0.19493036,0.81899893,-9.204194,5052,0,1,1
36326868,-0.018502606,0.008446899,0.008802719,5052,0,0.36670193,0.8518074,-9.741582,5052,0,1,1
36331920,-0.020183638,0.010757693,0.008556774,5052,0,0.2106743,0.9632552,-10.164857,5052,0,1,1
36336972,-0.020274267,0.0099610295,0.005516297,5052,0,0.29967377,1.2420341,-9.885457,5052,0,1,1
36342024,-0.02605844,0.0065884856,0.0041377754,5052,0,0.3298465,0.7703626,-10.24444,5052,0,1,1
36347076,-0.02364025,0.005376568,0.0029256775,5052,0,0.32005942,0.72886884,-10.73544,5052,0,1,1
36352128,-0.010789041,0.0036026165,0.0005734864,5052,0,0.4548971,0.391068,-10.591826,5052,0,1,1
36357180,0.0071422164,0.004623398,0.000462959,5052,0,0.8656998,0.2424567,-10.076086,5052,0,1,1
36362232,0.026011039,0.0022842032,-6.398985e-05,5052,0,1.0405442,0.38664842,-9.737671,5052,0,1,1
36367284,0.026006848,0.0020103913,-0.00040522206,5052,0,0.6720714,0.43822423,-9.677306,5052,0,1,1
36372336,0.02185398,-0.0005390483,0.0005519423,5052,0,0.5896061,0.38438186,-9.179473,5052,0,1,1
36377387,0.011096364,0.002086081,0.00039552723,5051,0,0.46147728,0.61627686,-8.9080305,5051,0,1,1
36382439,-0.003910301,0.0028911233,0.0003149541,5052,0,0.4546989,0.70468533,-8.825276,5052,0,1,1
36387491,-0.012120456,0.0022859212,-2.3885419e-05,5052,0,0.5578596,0.52470875,-9.295155,5052,0,1,1
36392543,-0.021816656,0.006646315,0.0009608378,5052,0,0.3436295,0.21996419,-9.766898,5052,0,1,1
36397595,-0.01681211,0.0068540312,0.0021548606,5052,0,0.33646548,-0.07807537,-9.719025,5052,0,1,1
36402647,-0.009084653,0.008907377,0.0017047661,5052,0,0.3572223,0.045694467,-10.280911,5052,0,1,1
36407699,-1.7623355e-05,0.0031571859,0.0031252906,5052,0,0.41966742,0.040174153,-10.874806,5052,0,1,1
36412751,0.009848946,0.00018080897,0.0045541194,5052,0,0.90560603,-0.09395711,-10.748134,5052,0,1,1
36417803,0.010767406,-0.0007727233,0.005294791,5052,0,1.4799808,0.1828815,-10.39525,5052,0,1,1
36422855,0.008060098,-0.0041057966,0.006514387,5052,0,1.4183615,0.32539737,-9.704848,5052,0,1,1
36427907,-0.0010348278,-0.0071538887,0.006009241,5052,0,1.2706822,0.5764108,-9.445684,5052,0,1,1
36432959,-0.009105407,-0.006578473,0.006254227,5052,0,0.8468909,0.23671113,-9.212303,5052,0,1,1
36438011,-0.0076542627,-0.0020922127,0.0073791533,5052,0,0.69065446,0.4151542,-8.921229,5052,0,1,1
36443063,-0.009927741,-0.0019491818,0.0072461516,5052,0,0.807317,0.49503517,-8.816961,5052,0,1,1
36448115,-0.015361694,0.00016008016,0.006939806,5052,0,0.50166976,0.64720285,-9.822951,5052,0,1,1
36453166,-0.024556769,0.0018180736,0.0075682006,5051,0,0.5200982,0.4185,-10.33804,5051,0,1,1
36458218,-0.025322383,0.0015136361,0.006809309,5052,0,0.6274125,0.58847284,-10.309016,5052,0,1,1
36463270,-0.023146845,-9.1176524e-05,0.007110775,5052,0,0.79917765,0.49045423,-10.869874,5052,0,1,1
36468322,-0.022027036,-0.004346538,0.006887022,5052,0,1.5899245,0.56412,-11.605927,5052,0,1,1
36473374,-0.014607917,-0.0046382295,0.0072330358,5052,0,1.1721417,0.28827193,-10.581461,5052,0,1,1
36478426,0.002345359,-0.0052197585,0.00736778,5052,0,0.50992453,0.17685392,-10.202852,5052,0,1,1
