timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
17599094,17598729,3932170,-0.28898016,0.13958196,-9.963949,28.231335,0,0,0,0,10
18595910,18595547,3932170,-0.27006596,0.1625663,-10.023805,28.280294,0,0,0,0,10
19597722,19597362,3932170,-0.32704794,0.15418659,-9.980948,28.084455,0,0,0,0,10
20597040,20596679,3932170,-0.28179756,0.1769315,-10.028114,28.231335,0,0,0,0,10
21596355,21595995,3932170,-0.3050213,0.15418659,-9.987173,28.084455,0,0,0,0,10
22595672,22595312,3932170,-0.30933085,0.19967642,-10.022607,28.280294,0,0,0,0,10
23597489,23597126,3932170,-0.40270475,0.1697489,-10.026677,28.084455,0,0,0,0,10
24599302,24598940,3932170,-0.30741552,0.20015526,-9.626367,28.084455,0,0,0,0,10
25596119,25595758,3932170,-0.35170823,0.24061728,-9.874406,28.084455,0,0,0,0,10
26597933,26597572,3932170,-0.24301147,0.20374657,-10.159077,28.084455,0,0,0,0,10
27597253,27596888,3932170,-0.26503813,0.1328782,-9.86028,28.084455,0,0,0,0,10
28596563,28596204,3932170,-0.26048914,0.15370776,-10.356119,28.231335,0,0,0,0,10
29596003,29595519,3932170,-0.33901897,0.045489833,-9.797073,28.084455,0,0,0,0,10
30597821,30597333,3932170,-0.29089552,0.08331822,-9.961077,27.692778,0,0,0,0,10
31594635,31594150,3932170,-0.3371036,0.092176765,-9.847352,28.084455,0,0,0,0,10
32596451,32595964,3932170,-0.36511576,0.22840685,-10.078631,28.231335,0,0,0,0,10
33595767,33595280,3932170,-0.3383007,0.3239355,-9.858126,28.084455,0,0,0,0,10
34597579,34597094,3932170,-0.29807812,0.13862428,-10.076956,28.084455,0,0,0,0,10
35594398,35593911,3932170,0.036391865,0.16304514,-9.833705,28.329254,0,0,0,0,10
36596210,36595725,3932170,0.8544906,0.8066066,-11.5367,28.133415,0,0,0,0,10
37598155,37597789,3932170,-0.88250273,0.9035717,-8.880095,28.329254,0,0,0,0,10
38597465,38597105,3932170,-0.7074866,-0.05746084,-11.81754,28.133415,0,0,0,0,10
39596781,39596420,3932170,-12.733801,3.5113363,17.73864,28.133415,0,0,0,0,10
40596101,40595736,3932170,-2.8680143,-2.4645913,-24.930344,28.280294,0,0,0,0,10
41597916,41597551,3932170,0.5896919,0.2978387,-9.607692,28.231335,0,0,0,0,10
42594731,42594368,3932170,-0.41228154,0.08092402,-10.268731,28.084455,0,0,0,0,10
43596543,43596182,3932170,-0.40294415,0.24564509,-9.753499,28.133415,0,0,0,0,10
44598359,44597997,3932170,-0.34931403,0.042616792,-9.685743,28.231335,0,0,0,0,10
45597674,45597312,3932170,-0.31747115,0.045489833,-9.834184,27.888617,0,0,0,0,10
46596989,46596629,3932170,-0.2585738,0.20997149,-9.395327,28.329254,0,0,0,0,10
47596305,47595945,3932170,0.034237083,-0.005506664,-10.0618725,28.231335,0,0,0,0,10
48598122,48597759,3932170,0.12737153,-0.232477,-10.265618,28.280294,0,0,0,0,10
49594940,49594577,3932170,-0.28802246,-0.20925324,-9.553583,28.280294,0,0,0,0,10
50596751,50596392,3932170,-0.43981487,-0.11923125,-9.929234,28.231335,0,0,0,0,10
51598568,51598207,3932170,-0.22625206,0.50469774,-9.999863,28.133415,0,0,0,0,10
52597913,52597524,3932170,-0.14101848,-0.8288726,-9.677124,28.133415,0,0,0,0,10
53597227,53596841,3932170,-0.31076738,0.17549498,-9.774568,28.084455,0,0,0,0,10
54596544,54596157,3932170,-0.16639702,0.18722658,-9.69963,28.329254,0,0,0,0,10
55598356,55597972,3932170,-0.2078167,0.692882,-10.1447115,27.986536,0,0,0,0,10
56595176,56594791,3932170,-0.15705964,-0.058179103,-10.125797,28.084455,0,0,0,0,10
57596993,57596606,3932170,-0.11228806,-0.25713727,-9.852619,28.231335,0,0,0,0,10
58598805,58598422,3932170,-0.1733402,-0.18171991,-10.361147,28.329254,0,0,0,0,10
59598101,59597739,3932170,-0.24444799,0.2753332,-10.101137,28.084455,0,0,0,0,10
60594916,60594558,3932170,-0.11899183,-0.18842368,-10.014467,27.937576,0,0,0,0,10
61596736,61596374,3932170,-0.07805098,-0.32824504,-10.224678,28.231335,0,0,0,0,10
62598550,62598189,3932170,-0.1862689,0.39624038,-9.967541,28.084455,0,0,0,0,10
63595370,63595009,3932170,-0.19416976,0.050278235,-10.000102,28.329254,0,0,0,0,10
64597185,64596825,3932170,-0.22170308,0.038307227,-10.036972,28.133415,0,0,0,0,10
65599004,65598641,3932170,-0.25929204,-0.006943185,-9.929952,28.133415,0,0,0,0,10
66595822,66595460,3932170,-0.0019153614,0.3881001,-9.931388,28.084455,0,0,0,0,10
67595138,67594778,3932170,-0.10558429,0.11444284,-9.911756,28.427172,0,0,0,0,10
68596955,68596595,3932170,-0.16543934,-0.15179239,-10.025959,28.427172,0,0,0,0,10
69598795,69598411,3932170,-0.11444284,0.047884036,-10.094673,28.280294,0,0,0,0,10
70595620,70595231,3932170,-0.25450364,0.026815059,-9.893559,28.133415,0,0,0,0,10
71597431,71597048,3932170,-0.20207062,0.059855044,-10.034339,28.084455,0,0,0,0,10
72596752,72596366,3932170,-0.23175873,0.05147534,-10.012073,28.133415,0,0,0,0,10
73596071,73595685,3932170,-0.25019407,0.019632455,-9.983103,27.986536,0,0,0,0,10
74595389,74595004,3932170,-0.19632454,-0.21404164,-9.957485,28.329254,0,0,0,0,10
75597207,75596821,3932170,-0.23678654,0.45418006,-10.009679,28.231335,0,0,0,0,10
