timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
16882795,16780936,2490402,0.0016040754,0.006193442,0.0005229047,0.34906584,3.6666657e-07,3.680884e-07,3.5272238e-05,2490402,-0.0074432287,0.00095299416,0.0013861471,0.4,0.012635613,0.012634329,0.00048977975,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
17892853,17791324,2490402,0.0016135611,0.0062141633,0.00053740933,0.34906584,3.3137962e-07,3.3233448e-07,2.8217159e-05,2490402,-0.0072083296,0.0008844487,0.0011676433,0.4,0.012631169,0.012629845,0.0004897807,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
18903266,18801712,2490402,0.0016130144,0.0062226984,0.00054819835,0.34906584,3.041678e-07,3.0485901e-07,2.295442e-05,2490402,-0.0071181953,0.0009006721,0.001293584,0.4,0.012627719,0.012626359,0.00048978144,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
19913651,19812099,2490402,0.0016182319,0.0062271347,0.00057313987,0.34906584,2.8274013e-07,2.8328645e-07,1.89166e-05,2490402,-0.007060555,0.00086409366,0.0015278427,0.4,0.012624976,0.012623582,0.0004897828,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
20924015,20822486,2490402,0.0016275113,0.00624337,0.0005707343,0.34906584,2.656996e-07,2.6606577e-07,1.5786143e-05,2490402,-0.006891165,0.0008060607,0.0014215121,0.4,0.012622544,0.012621159,0.00048978324,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
21934559,21832874,2490402,0.0016318805,0.0062510925,0.0005784622,0.34906584,2.519399e-07,2.5221465e-07,1.3475841e-05,2490402,-0.0068130232,0.00077892526,0.0014692183,0.4,0.012620586,0.012619225,0.00048977224,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
22944770,22843261,2490402,0.0016324169,0.0062555475,0.0006007112,0.34906584,2.4049442e-07,2.4070937e-07,1.1458579e-05,2490402,-0.0067724762,0.00078501896,0.0012902451,0.4,0.012618964,0.012617603,0.0004897731,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
23955237,23853647,2490402,0.0016215234,0.006270833,0.00013289825,0.34906584,2.3100871e-07,2.3122318e-07,9.824812e-06,2490402,-0.0067448127,0.0007593173,0.0015709415,0.4,0.012617783,0.012616434,0.0004897748,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
24369560,24267906,2490402,0.0016132707,0.006262169,-0.00016893493,0.34906584,2.2433743e-07,2.2465214e-07,9.3182825e-06,2490402,-0.0068497485,0.0005404104,0.0005060232,0.4,0.012615944,0.012614592,0.00048977253,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
25379883,25278293,2490402,0.0015895672,0.006218255,-0.0007431365,0.34906584,2.1693815e-07,2.174926e-07,8.072516e-06,2490402,-0.0076311813,-0.000534811,0.0015169368,0.4,0.0126092,0.012608845,0.0004897723,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
