timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
17261955,17161527,0.017014313,-2.3214066e-05,0.006362698,0.06745401,0.002795742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17149353,0.0,0.0,nan,0.0,0.0,-0.00059723854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17761606,17661186,0.0028757863,0.014055388,0.0150851635,0.058099955,0.0024524885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079120636,0.0,0.0,nan,0.0,0.0,-8.940697e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18261288,18160845,0.009962241,-0.0015163658,-0.045002382,0.07190945,0.0022052084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10420799,0.0,0.0,nan,0.0,0.0,0.00010871887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18761122,18660503,-0.008317419,-0.019865114,-0.040582456,0.07468728,0.0019115824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019515991,0.0,0.0,nan,0.0,0.0,-0.0010001659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19260584,19160161,0.026797574,0.00097572687,0.00871671,0.07825787,0.01032583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07411003,0.0,0.0,nan,0.0,0.0,0.0010135174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19760291,19659820,-0.0060269847,0.0045167627,0.0071232654,0.08188248,0.009441015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14084053,0.0,0.0,nan,0.0,0.0,0.0011513233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20259900,20159478,0.0025846043,0.009187875,0.025118774,0.07505676,0.017084729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013633728,0.0,0.0,nan,0.0,0.0,0.00015974045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20759622,20659136,-0.0118608745,-0.01117109,0.01029077,0.08018222,0.024138477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023073196,0.0,0.0,nan,0.0,0.0,0.0024392605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21259301,21158795,-0.0024889223,0.019547062,0.014206533,0.08517903,0.031172357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01966095,0.0,0.0,nan,0.0,0.0,0.0051584244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21758876,21658453,-0.007138859,-0.010352844,-0.03008544,0.09023754,0.03755032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018470764,0.0,0.0,nan,0.0,0.0,-0.0018358231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22258535,22158112,-0.007074969,0.0012454442,-0.0029994268,0.084735125,0.043832153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18269157,0.0,0.0,nan,0.0,0.0,0.0032236576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22758193,22657769,0.027156638,0.0055602374,0.10935452,0.06939012,0.058432855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09849167,0.0,0.0,nan,0.0,0.0,0.0010228157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23257895,23157427,-0.005760587,0.0024697126,-0.0034238175,0.06540175,0.063682675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23571014,0.0,0.0,nan,0.0,0.0,0.0011503696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23757589,23657085,-0.001569395,-0.002161336,-0.024297768,0.061838314,0.06875842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096645355,0.0,0.0,nan,0.0,0.0,-0.11124301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24267158,24166736,-0.00075749424,0.0005749465,-0.022409484,0.058628008,0.07400545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09465027,0.0,0.0,nan,0.0,0.0,-0.059069395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24767049,24666394,0.017727528,0.0094355475,0.012372317,0.066908926,0.07037659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40890312,0.0,0.0,nan,0.0,0.0,-0.048507214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25256559,25156059,0.013077645,0.0072204135,-0.029675502,0.0638946,0.07598354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091630936,0.0,0.0,nan,0.0,0.0,-0.031761646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25756254,25655717,0.03296051,-0.046848837,-0.012184921,0.0714193,0.0640845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609539,0.0,0.0,nan,0.0,0.0,0.0023128986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26265793,26165368,-0.033798613,0.030846845,0.075162716,0.06845467,0.06995763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2639885,0.0,0.0,nan,0.0,0.0,-0.0052218437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26765500,26665026,-0.004184611,0.0148087675,0.011265292,0.053713188,0.07725589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17611694,0.0,0.0,nan,0.0,0.0,-0.0053548813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
