timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
17491686,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.0252525,0.0025836676,1.4468538e-11,-0.4230832,0.34772062,-9.983812,0.007671097,0.00340946,0.006300058,0.00033658027,0.0007721641,0.00030060692,2.5599352e-06,4.0166074e-06,1.4149978e-06,28.231327,28.231327
18540973,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.024467226,0.0026002931,1.6054533e-11,-0.42119393,0.33299527,-9.977122,0.010469628,0.00402379,0.0062048705,0.00033360787,0.0003256644,0.0005267774,1.7401451e-06,4.3413124e-06,1.6654117e-06,28.280285,28.280285
19485324,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.024840806,0.0025210346,1.5254187e-11,-0.42219836,0.32828796,-9.980454,0.008299754,0.0032112522,0.0068869223,0.00030156964,0.00024625234,0.0005160626,2.1673889e-06,3.3470978e-06,1.5689131e-06,28.084461,28.084461
20534604,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.026328728,0.00251807,1.5383996e-11,-0.4235187,0.33152226,-9.977946,0.008914776,0.0033492232,0.006931278,0.00024963738,0.000831394,0.0005509608,2.5233887e-06,4.0571285e-06,1.2194616e-06,28.231327,28.231327
21478956,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.025020987,0.0024326337,1.5414982e-11,-0.42942715,0.33178416,-9.977206,0.009742884,0.00331695,0.00630597,0.0003660907,0.000472701,0.00027636747,2.7445465e-06,4.567272e-06,1.3851505e-06,28.084461,28.084461
22528240,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.023432193,0.0024983077,1.6215867e-11,-0.42353287,0.32451352,-9.97817,0.010780422,0.0036618293,0.0066234106,0.00026602214,0.0003505089,0.000415007,1.8325023e-06,3.4848022e-06,2.1686342e-06,28.280285,28.280285
23472599,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.024895519,0.0023422164,1.1171095e-11,-0.41986027,0.31487572,-9.985504,0.010524452,0.003204436,0.006383181,0.00041792114,0.000616223,0.00040828207,1.8538634e-06,2.6489404e-06,1.764788e-06,28.084461,28.084461
24521875,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.17947626,0.0031461795,2.8368169e-11,-0.42803487,0.31889313,-9.978502,0.010593621,0.0028781195,0.008091542,0.003415256,0.0077936887,0.121835366,1.9455376e-05,1.1094567e-05,1.7253485e-06,28.084461,28.084461
25466228,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.08335027,0.0027794768,1.9071883e-11,-0.44681442,0.35977104,-10.000843,0.0071719955,0.0041197347,0.00893112,0.016494699,0.0019179407,0.007143221,2.4995315e-06,8.586692e-06,1.387294e-06,28.084461,28.084461
26515511,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.060391888,0.0024795409,1.279946e-11,-0.32402185,0.36602333,-9.99383,0.0060093896,0.0031336849,0.007465455,0.0028882509,0.00067828805,0.014620546,4.0614746e-06,5.6913636e-06,2.3937903e-06,28.084461,28.084461
27454894,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.06975796,0.002540344,2.0549333e-11,-0.44042817,0.34890556,-9.987748,0.0113233235,0.0063724853,0.005493778,0.0012768166,0.0031271486,0.024077449,3.98139e-06,4.8389334e-06,1.4974632e-06,28.084461,28.084461
28504258,3932170,3932170,0,0,0,0,0,400.27222,400.27222,4002.722,8005.444,0.06985844,0.0026583758,1.7972394e-11,-0.43312094,0.32615513,-9.972533,0.010569715,0.00479413,0.0049563795,0.001900603,0.0023753082,0.027311375,6.2321938e-06,6.5026957e-06,2.7078786e-06,28.231327,28.231327
